,lat,lon,val,elevation_,soil
0,41.25376424324324,-97.11216083783785,14.03953887671785,1633.39896,"Kezan silt loam, frequently flooded"
1,41.25376424324324,-97.11213225675677,21.64602734810976,1633.39896,"Uly-Coly silt loams, 17 to 30 percent slopes, eroded"
2,41.25376424324324,-97.11210367567568,32.0390116909802,1633.39896,"Uly-Coly silt loams, 17 to 30 percent slopes, eroded"
3,41.253776486486494,-97.11218941891892,8.630090169678986,1633.39896,"Kezan silt loam, frequently flooded"
4,41.253776486486494,-97.11216083783785,14.086316138811634,1633.39896,"Kezan silt loam, frequently flooded"
5,41.253776486486494,-97.11213225675677,21.94131436880733,1633.39896,"Kezan silt loam, frequently flooded"
6,41.253776486486494,-97.11210367567568,32.70379053590355,1633.39896,"Hastings silty clay loam, 3 to 7 percent slopes, eroded"
7,41.253776486486494,-97.11207509459459,46.737016046835535,1633.39896,"Hastings silty clay loam, 3 to 7 percent slopes, eroded"
8,41.25378872972973,-97.11218941891892,7.904319908914945,1633.39896,"Kezan silt loam, frequently flooded"
9,41.25378872972973,-97.11216083783785,13.24280409986228,1633.39896,"Kezan silt loam, frequently flooded"
10,41.25378872972973,-97.11213225675677,21.008345459534336,1633.39896,"Hastings silty clay loam, 3 to 7 percent slopes, eroded"
11,41.25378872972973,-97.11210367567568,31.717952094221076,1633.39896,"Hastings silty clay loam, 3 to 7 percent slopes, eroded"
12,41.25378872972973,-97.11207509459459,45.729640692177924,1633.39896,"Hastings silty clay loam, 3 to 7 percent slopes, eroded"
13,41.25378872972973,-97.1120465135135,63.110359675647494,1633.39896,"Hastings silty clay loam, 3 to 7 percent slopes, eroded"
14,41.25378872972973,-97.11201793243244,83.51356500584406,1633.39896,"Hastings silty clay loam, 3 to 7 percent slopes, eroded"
15,41.253800972972975,-97.11218941891892,6.4830774695888325,1633.39896,"Kezan silt loam, frequently flooded"
16,41.253800972972975,-97.11216083783785,11.423542939105316,1633.39896,"Kezan silt loam, frequently flooded"
17,41.253800972972975,-97.11213225675677,18.743787712114433,1633.39896,"Hastings silty clay loam, 3 to 7 percent slopes, eroded"
18,41.253800972972975,-97.11210367567568,28.96525372374109,1633.39896,"Hastings silty clay loam, 3 to 7 percent slopes, eroded"
19,41.253800972972975,-97.11207509459459,42.44401479626501,1633.39896,"Hastings silty clay loam, 3 to 7 percent slopes, eroded"
20,41.253800972972975,-97.1120465135135,59.23344457593737,1633.39896,"Hastings silty clay loam, 3 to 7 percent slopes, eroded"
21,41.253800972972975,-97.11201793243244,78.95775946706402,1633.39896,"Hastings silty clay loam, 3 to 7 percent slopes, eroded"
22,41.253800972972975,-97.11198935135135,100.73368662609137,1633.39896,"Hastings silty clay loam, 3 to 7 percent slopes, eroded"
23,41.25381321621622,-97.11218941891892,4.367038784994474,1633.39896,"Kezan silt loam, frequently flooded"
24,41.25381321621622,-97.11216083783785,8.641214570094569,1633.39896,"Kezan silt loam, frequently flooded"
25,41.25381321621622,-97.11213225675677,15.182526147396095,1633.39896,"Hastings silty clay loam, 3 to 7 percent slopes, eroded"
26,41.25381321621622,-97.11210367567568,24.518088144923485,1633.39896,"Hastings silty clay loam, 3 to 7 percent slopes, eroded"
27,41.25381321621622,-97.11207509459459,37.01181413052103,1633.39896,"Hastings silty clay loam, 3 to 7 percent slopes, eroded"
28,41.25381321621622,-97.1120465135135,52.723981249730635,1633.39896,"Hastings silty clay loam, 3 to 7 percent slopes, eroded"
29,41.25381321621622,-97.11201793243244,71.28165291280484,1633.39896,"Hastings silty clay loam, 3 to 7 percent slopes, eroded"
30,41.25381321621622,-97.11198935135135,91.79822020100157,1633.39896,"Hastings silty clay loam, 3 to 7 percent slopes, eroded"
31,41.25381321621622,-97.11196077027029,112.88040733803732,1633.39896,"Hastings silty clay loam, 3 to 7 percent slopes, eroded"
32,41.25381321621622,-97.1119321891892,132.7489387391067,1633.53016,"Hastings silty clay loam, 3 to 7 percent slopes, eroded"
33,41.25382545945945,-97.11218941891892,1.6376757768492425,1633.8582800000001,"Kezan silt loam, frequently flooded"
34,41.25382545945945,-97.11216083783785,5.022532795247347,1633.39896,"Kezan silt loam, frequently flooded"
35,41.25382545945945,-97.11213225675677,10.515015730322975,1633.39896,"Hastings silty clay loam, 3 to 7 percent slopes, eroded"
36,41.25382545945945,-97.11210367567568,18.65394855412919,1633.39896,"Hastings silty clay loam, 3 to 7 percent slopes, eroded"
37,41.25382545945945,-97.11207509459459,29.825896587603868,1633.39896,"Hastings silty clay loam, 3 to 7 percent slopes, eroded"
38,41.25382545945945,-97.1120465135135,44.12338653347026,1633.39896,"Hastings silty clay loam, 3 to 7 percent slopes, eroded"
39,41.25382545945945,-97.11201793243244,61.21257983596371,1633.39896,"Hastings silty clay loam, 3 to 7 percent slopes, eroded"
40,41.25382545945945,-97.11198935135135,80.2488839259112,1633.39896,"Hastings silty clay loam, 3 to 7 percent slopes, eroded"
41,41.25382545945945,-97.11196077027029,99.8792663475295,1633.39896,"Hastings silty clay loam, 3 to 7 percent slopes, eroded"
42,41.25382545945945,-97.1119321891892,118.35812871101463,1633.39896,"Hastings silty clay loam, 3 to 7 percent slopes, eroded"
43,41.25382545945945,-97.11190360810812,133.77953055142459,1633.5301599999998,"Hastings silty clay loam, 3 to 7 percent slopes, eroded"
44,41.25382545945945,-97.11187502702705,144.39678432301673,1632.74278,"Hastings silty clay loam, 3 to 7 percent slopes, eroded"
45,41.253837702702704,-97.11218941891892,-1.538113968041408,1634.84254,"Kezan silt loam, frequently flooded"
