lon,lat,yld_vol_dr,elevation_
-97.110096,41.249989,127.6034,1642.7165
-97.110096,41.25002,128.4807,1643.0446
-97.110097,41.250052,123.383,1643.3727
-97.110097,41.250083,139.4832,1643.3727
-97.110098,41.250115,121.3887,1643.3727
-97.110099,41.250148,138.8145,1643.3727
-97.1101,41.250179,146.6227,1643.3727
-97.110101,41.25021,131.3189,1643.7008
-97.1101,41.250241,128.5976,1643.7008
-97.110099,41.250274,125.0562,1644.0289
-97.1101,41.250304,135.8492,1644.685
-97.110103,41.250337,107.2359,1644.685
-97.110107,41.250368,129.1261,1644.357
-97.110108,41.250399,161.8061,1644.685
-97.110106,41.25043,121.7263,1644.685
-97.110105,41.250461,130.9494,1644.357
-97.110105,41.250493,125.7714,1644.357
-97.110099,41.250602,125.1675,1645.0131
-97.1101,41.250644,130.9226,1645.0131
-97.110098,41.250685,133.4141,1644.685
-97.110097,41.250727,124.6398,1644.685
-97.110096,41.250769,119.204,1644.357
-97.110098,41.25081,138.9941,1644.685
-97.110097,41.250851,133.2046,1644.357
-97.110099,41.250892,119.7585,1644.685
-97.110101,41.25093,112.2932,1644.357
-97.110101,41.250967,95.9517,1644.357
-97.110099,41.251006,77.1293,1643.7008
-97.1101,41.251044,95.2408,1643.3727
-97.110099,41.251079,125.4958,1643.0446
-97.110099,41.251114,101.1543,1642.7165
-97.1101,41.251147,94.9853,1642.3885
-97.110101,41.251171,111.5516,1642.3885
-97.110106,41.251185,141.2001,1642.3885
-97.110105,41.2512,117.8271,1642.3885
-97.110106,41.251208,246.2249,1642.3885
-97.110106,41.251217,215.102,1642.3885
-97.110105,41.25123,201.2016,1642.3885
-97.110104,41.251244,190.5798,1642.0604
-97.110104,41.25126,165.4905,1642.3885
-97.110104,41.25128,176.2338,1643.0446
-97.110105,41.251305,125.0021,1643.3727
-97.110102,41.251334,119.4652,1642.3885
-97.110102,41.251354,184.3926,1643.3727
-97.110102,41.251379,164.0004,1643.7008
-97.1101,41.25141,120.517,1643.7008
-97.110103,41.251443,116.571,1643.7008
-97.110102,41.251476,111.319,1644.0289
-97.110104,41.25151,129.0586,1643.7008
-97.110104,41.251544,140.4967,1644.0289
-97.110105,41.251577,157.7552,1644.357
-97.110106,41.251611,157.711,1644.357
-97.110107,41.251644,153.0932,1644.0289
-97.110107,41.251677,166.2465,1644.357
-97.110107,41.251711,148.9741,1644.0289
-97.110107,41.251744,155.5763,1644.0289
-97.110108,41.251777,146.3786,1644.0289
-97.110108,41.251811,155.893,1644.0289
-97.110109,41.251844,163.9113,1644.0289
-97.110111,41.251877,165.812,1644.357
-97.110111,41.251911,171.4685,1644.357
-97.110112,41.251945,149.5715,1644.0289
-97.110111,41.251977,157.9166,1644.685
-97.110111,41.252011,146.122,1644.357
-97.110112,41.252043,151.6759,1644.685
-97.110111,41.252077,143.9475,1644.685
-97.110112,41.252112,143.7273,1645.0131
-97.11011,41.252145,146.614,1644.685
-97.110112,41.252177,159.0564,1645.0131
-97.110114,41.252211,145.4804,1645.0131
-97.110114,41.252243,147.2136,1645.0131
-97.110113,41.252279,119.4776,1645.0131
