,lat,lon,val,elevation_,soil
0,41.26503322972973,-97.12818332432433,33.7522980009214,1655.2493199999994,"Hastings silt loam, 0 to 1 percent slopes"
1,41.26503322972973,-97.1281539864865,46.89320150896489,1655.2493199999994,"Hastings silt loam, 0 to 1 percent slopes"
2,41.26503322972973,-97.12812464864864,62.912725080798474,1655.2493199999994,"Hastings silt loam, 0 to 1 percent slopes"
3,41.265073459459465,-97.12821266216216,25.528077606039947,1655.0524599999999,"Hastings silt loam, 0 to 1 percent slopes"
4,41.265073459459465,-97.12818332432433,36.68841157192082,1655.0524599999999,"Hastings silt loam, 0 to 1 percent slopes"
5,41.265073459459465,-97.1281539864865,50.904214193949464,1655.0524599999999,"Hastings silt loam, 0 to 1 percent slopes"
6,41.265073459459465,-97.12812464864864,68.20001535594257,1655.0524599999999,"Hastings silt loam, 0 to 1 percent slopes"
7,41.265073459459465,-97.12809531081079,88.25170288173156,1655.0524599999999,"Hastings silt loam, 0 to 1 percent slopes"
8,41.265113689189185,-97.12821266216216,27.1385615644806,1655.0524599999999,"Hastings silt loam, 0 to 1 percent slopes"
9,41.265113689189185,-97.12818332432433,38.94573682034535,1655.0524599999999,"Hastings silt loam, 0 to 1 percent slopes"
10,41.265113689189185,-97.1281539864865,53.95417512343544,1655.0524599999999,"Hastings silt loam, 0 to 1 percent slopes"
11,41.265113689189185,-97.12812464864864,72.17476233883762,1655.0524599999999,"Hastings silt loam, 0 to 1 percent slopes"
12,41.265113689189185,-97.12809531081079,93.25194627938059,1655.0524599999999,"Hastings silt loam, 0 to 1 percent slopes"
13,41.265113689189185,-97.12806597297299,116.40573388515386,1655.0524599999999,"Hastings silt loam, 0 to 1 percent slopes"
14,41.265113689189185,-97.12803663513512,140.43692912505304,1655.0524599999999,"Hastings silt loam, 0 to 1 percent slopes"
15,41.26515391891892,-97.12821266216216,28.22344295181982,1654.3963,"Hastings silt loam, 0 to 1 percent slopes"
16,41.26515391891892,-97.12818332432433,40.435551318173424,1654.3963,"Hastings silt loam, 0 to 1 percent slopes"
17,41.26515391891892,-97.1281539864865,55.923319134673754,1654.3963,"Hastings silt loam, 0 to 1 percent slopes"
18,41.26515391891892,-97.12812464864864,74.68200236021279,1654.3963,"Hastings silt loam, 0 to 1 percent slopes"
19,41.26515391891892,-97.12809531081079,96.33154343933742,1654.3963,"Hastings silt loam, 0 to 1 percent slopes"
20,41.26515391891892,-97.12806597297299,120.06245112899045,1654.3963,"Hastings silt loam, 0 to 1 percent slopes"
21,41.26515391891892,-97.12803663513512,144.647228069241,1654.3963,"Hastings silt loam, 0 to 1 percent slopes"
22,41.26515391891892,-97.1280072972973,168.52998239076646,1654.3963,"Hastings silt loam, 0 to 1 percent slopes"
23,41.265194148648646,-97.12821266216216,28.77325050798181,1653.87138,"Hastings silt loam, 0 to 1 percent slopes"
24,41.265194148648646,-97.12818332432433,41.14682623305063,1653.87138,"Hastings silt loam, 0 to 1 percent slopes"
25,41.265194148648646,-97.1281539864865,56.80099171277684,1653.87138,"Hastings silt loam, 0 to 1 percent slopes"
26,41.265194148648646,-97.12812464864864,75.71498921283008,1653.87138,"Hastings silt loam, 0 to 1 percent slopes"
27,41.265194148648646,-97.12809531081079,97.49303592461666,1653.87138,"Hastings silt loam, 0 to 1 percent slopes"
28,41.265194148648646,-97.12806597297299,121.31611471572435,1653.87138,"Hastings silt loam, 0 to 1 percent slopes"
29,41.265194148648646,-97.12803663513512,145.96005133661075,1653.87138,"Hastings silt loam, 0 to 1 percent slopes"
30,41.265194148648646,-97.1280072972973,169.89033326233238,1653.87138,"Hastings silt loam, 0 to 1 percent slopes"
31,41.265194148648646,-97.12797795945946,191.426274878845,1653.87138,"Hastings silt loam, 0 to 1 percent slopes"
32,41.265194148648646,-97.12794862162164,208.94865235789632,1653.87138,"Hastings silt loam, 0 to 1 percent slopes"
33,41.265234378378366,-97.12821266216216,28.83748422774561,1653.5433,"Hastings silt loam, 0 to 1 percent slopes"
34,41.265234378378366,-97.12818332432433,41.152689799350206,1653.5433,"Hastings silt loam, 0 to 1 percent slopes"
35,41.265234378378366,-97.1281539864865,56.69291454403184,1653.5433,"Hastings silt loam, 0 to 1 percent slopes"
36,41.265234378378366,-97.12812464864864,75.42274841389977,1653.5433,"Hastings silt loam, 0 to 1 percent slopes"
37,41.265234378378366,-97.12809531081079,96.9405787564042,1653.5433,"Hastings silt loam, 0 to 1 percent slopes"
38,41.265234378378366,-97.12806597297299,120.43778859208588,1653.5433,"Hastings silt loam, 0 to 1 percent slopes"
39,41.265234378378366,-97.12803663513512,144.72344212677172,1653.5433,"Hastings silt loam, 0 to 1 percent slopes"
40,41.265234378378366,-97.1280072972973,168.32223477892384,1653.5433,"Hastings silt loam, 0 to 1 percent slopes"
41,41.265234378378366,-97.12797795945946,189.63563873258803,1653.5433,"Hastings silt loam, 0 to 1 percent slopes"
42,41.265234378378366,-97.12794862162164,207.13877869518208,1653.5433,"Hastings silt loam, 0 to 1 percent slopes"
43,41.265234378378366,-97.12791928378378,219.57467759683848,1653.5433,"Hastings silt loam, 0 to 1 percent slopes"
44,41.265234378378366,-97.12788994594595,226.10730763962206,1654.06824,"Hastings silt loam, 0 to 1 percent slopes"
45,41.26527460810811,-97.12821266216216,28.523222540750137,1653.4120599999999,"Hastings silt loam, 0 to 1 percent slopes"
46,41.26527460810811,-97.12818332432433,40.60636213557212,1653.4120599999999,"Hastings silt loam, 0 to 1 percent slopes"
