county_id,id,year,yield
1642,228,2011,147.1
2304,229,2011,175.0
1133,230,2011,190.3
2305,231,2011,192.5
2629,232,2011,159.8
251,233,2011,120.5
731,234,2011,158.2
3100,235,2011,138.3
3210,236,2011,147.1
1625,237,2011,120.0
684,238,2011,133.3
284,239,2011,188.9
847,240,2011,195.5
2138,241,2011,206.7
226,242,2011,178.9
2948,243,2011,189.1
2441,244,2011,178.1
1121,245,2011,184.4
1716,246,2011,184.0
108,247,2011,154.1
3071,248,2011,184.7
521,249,2011,167.2
1802,250,2011,167.4
2793,251,2011,176.6
3214,252,2011,193.5
3203,253,2011,181.8
422,254,2011,185.1
1499,255,2011,188.1
3072,256,2011,203.0
4,257,2011,192.3
1849,258,2011,161.2
564,259,2011,179.7
1529,260,2011,179.5
1204,261,2011,172.7
1908,262,2011,185.9
2527,263,2011,178.7
2693,264,2011,191.0
2503,265,2011,186.7
45,266,2011,176.5
676,267,2011,176.1
3228,268,2011,161.0
1451,269,2011,181.8
78,270,2011,184.6
742,271,2011,187.3
1848,272,2011,182.4
1645,273,2011,173.2
313,274,2011,190.3
1594,275,2011,167.8
368,276,2011,179.9
2950,277,2011,183.9
1,278,2011,200.5
3154,279,2011,190.3
242,280,2011,168.7
1523,281,2011,177.7
2211,282,2011,185.5
1326,283,2011,190.8
1550,284,2011,163.9
2614,285,2011,137.6
3010,286,2011,170.1
2620,287,2011,175.6
1022,288,2011,151.6
3019,289,2011,174.0
887,290,2011,150.2
1805,291,2011,165.0
914,292,2011,205.0
2231,293,2011,189.8
517,294,2011,190.8
1004,295,2007,184.0
262,296,2011,198.5
2676,297,2011,203.4
960,298,2011,193.7
607,299,2011,187.4
591,300,2011,197.8
2584,301,2011,195.7
2486,302,2011,198.7
286,303,2011,179.4
109,304,2011,185.8
307,305,2011,177.7
1092,306,2011,200.0
5,307,2011,194.1
978,308,2011,175.7
1887,309,2011,175.0
2745,310,2011,186.8
110,311,2011,191.0
2957,312,2011,192.6
2408,313,2011,122.1
131,314,2011,144.5
3075,315,2011,177.5
1726,316,2011,151.2
972,317,2011,161.9
606,318,2011,169.5
338,319,2011,175.2
576,320,2011,163.7
1644,321,2011,169.3
696,322,2011,105.0
129,323,2011,96.7
589,324,2011,132.8
2670,325,2011,162.1
3077,326,2011,157.4
1009,327,2011,109.3
203,328,2011,132.6
1178,329,2011,102.6
238,330,2010,162.8
53,331,2010,206.5
2556,332,2010,196.2
1461,333,2010,172.6
1727,334,2010,211.4
2703,335,2010,179.3
455,336,2010,206.6
1010,337,2010,155.2
2062,338,2010,184.3
2610,339,2010,201.7
641,340,2010,202.5
2036,341,2010,199.7
2561,342,2010,172.6
982,343,2010,184.6
860,344,2010,173.8
2452,345,2010,169.2
344,346,2010,180.3
218,347,2010,172.5
219,348,2010,170.2
2320,349,2010,154.4
2029,350,2010,128.7
2699,351,2010,158.1
91,352,2010,174.7
1340,353,2010,211.7
2304,354,2010,201.7
483,355,2010,186.7
1133,356,2010,206.5
2305,357,2010,201.9
2629,358,2010,184.0
2634,359,2010,167.0
2664,360,2010,184.0
731,361,2010,182.8
3100,362,2010,161.0
3210,363,2010,170.4
2494,364,2010,177.2
2611,365,2010,200.5
684,366,2010,177.4
2437,367,2010,196.3
2743,368,2010,196.3
1006,369,2010,199.1
284,370,2010,167.7
847,371,2010,183.0
2138,372,2010,188.0
711,373,2010,190.2
2948,374,2010,187.3
2441,375,2010,188.7
1121,376,2010,188.0
1716,377,2010,178.8
108,378,2010,176.7
3071,379,2010,184.9
521,380,2010,180.6
1802,381,2010,184.4
2793,382,2010,181.6
3214,383,2010,184.5
3203,384,2010,169.7
422,385,2010,161.5
1499,386,2010,144.0
3072,387,2010,194.2
4,388,2010,177.3
1849,389,2010,172.7
564,390,2010,180.2
1529,391,2010,189.6
1204,392,2010,175.6
2111,393,2010,184.5
2527,394,2010,184.1
2693,395,2010,164.9
2503,396,2010,192.6
45,397,2010,181.2
3228,398,2010,169.4
1451,399,2010,165.4
78,400,2010,163.4
742,401,2010,191.7
1848,402,2010,174.4
3073,403,2010,149.0
1372,404,2007,165.0
1645,405,2010,176.7
404,406,2010,157.6
313,407,2010,194.0
1594,408,2010,185.1
368,409,2010,159.8
2950,410,2010,195.0
1,411,2010,204.7
2173,412,2010,200.6
3154,413,2010,192.3
242,414,2010,187.9
1523,415,2010,189.6
2211,416,2010,189.4
1326,417,2010,195.0
759,418,2010,143.1
1550,419,2010,162.2
2614,420,2010,160.3
3010,421,2010,185.0
1004,422,2006,162.0
2620,423,2010,169.8
3019,424,2010,157.8
887,425,2010,161.0
1805,426,2010,167.7
914,427,2010,194.4
2231,428,2010,199.6
517,429,2010,197.2
262,430,2010,203.5
2676,431,2010,202.8
960,432,2010,197.9
607,433,2010,207.3
591,434,2010,191.7
2584,435,2010,186.6
2486,436,2010,197.6
286,437,2010,170.4
109,438,2010,185.8
307,439,2010,177.8
1092,440,2010,173.7
5,441,2010,189.2
978,442,2010,166.0
110,443,2010,188.0
2957,444,2010,189.0
2408,445,2010,196.1
131,446,2010,194.7
3075,447,2010,192.6
1726,448,2010,194.8
972,449,2010,191.9
606,450,2010,180.5
338,451,2010,187.5
576,452,2010,179.7
1644,453,2010,203.5
129,454,2010,152.2
937,455,2010,76.7
2755,456,2010,134.5
2448,457,2010,144.3
714,458,2010,103.6
2812,459,2010,227.9
2313,460,2010,214.1
332,461,2010,197.1
961,462,2010,209.8
1414,463,2010,211.9
2740,464,2010,106.0
1009,465,2010,122.6
2735,466,2010,132.1
203,467,2010,151.3
860,468,2009,191.0
2452,469,2009,183.0
1367,470,2009,199.0
2430,471,2009,186.0
2320,472,2009,193.0
2699,473,2009,204.0
1315,474,2009,183.0
91,475,2009,180.0
514,476,2009,206.0
483,477,2009,211.0
1133,478,2009,194.0
251,479,2009,202.0
731,480,2009,205.0
3100,481,2009,200.0
3210,482,2009,187.0
2494,483,2009,201.0
1625,484,2009,167.0
2611,485,2009,212.0
1717,486,2009,206.0
684,487,2009,218.0
2839,488,2009,229.0
2138,489,2009,211.0
226,490,2009,200.0
775,491,2009,206.0
711,492,2009,192.0
2441,493,2009,200.0
1121,494,2009,186.0
1716,495,2009,201.0
108,496,2009,200.0
3071,497,2009,189.0
521,498,2009,193.0
1802,499,2009,194.0
2793,500,2009,190.0
3214,501,2009,213.0
1158,502,2009,210.0
3203,503,2009,208.0
422,504,2009,207.0
1499,505,2009,208.0
3072,506,2009,211.0
4,507,2009,208.0
1849,508,2009,191.0
564,509,2009,201.0
1529,510,2009,210.0
1204,511,2009,211.0
1908,512,2009,207.0
2111,513,2009,214.0
2527,514,2009,204.0
2693,515,2009,202.0
2503,516,2009,213.0
45,517,2009,200.0
1451,518,2009,191.0
78,519,2009,189.0
742,520,2009,180.0
1848,521,2009,185.0
404,522,2009,173.0
313,523,2009,209.0
1594,524,2009,201.0
368,525,2009,210.0
2950,526,2009,194.0
1,527,2009,217.0
3154,528,2009,211.0
242,529,2009,211.0
1523,530,2009,205.0
2211,531,2009,210.0
1326,532,2009,215.0
1550,533,2009,158.0
3010,534,2009,178.0
2620,535,2009,175.0
3019,536,2009,157.0
1805,537,2009,176.0
1783,538,2009,157.0
914,539,2009,203.0
2231,540,2009,210.0
517,541,2009,218.0
262,542,2009,213.0
2676,543,2009,207.0
960,544,2009,211.0
607,545,2009,216.0
591,546,2009,202.0
2584,547,2009,201.0
2486,548,2009,210.0
286,549,2009,180.0
109,550,2009,203.0
307,551,2009,198.0
1092,552,2009,212.0
5,553,2009,207.0
978,554,2009,210.0
1887,555,2009,197.0
2745,556,2009,219.0
110,557,2009,202.0
2957,558,2009,207.0
2408,559,2009,159.0
131,560,2009,158.0
3075,561,2009,197.0
1726,562,2009,186.0
972,563,2009,202.0
606,564,2009,186.0
338,565,2009,188.0
576,566,2009,176.0
1644,567,2009,214.0
1744,568,2009,183.0
176,569,2009,210.0
507,570,2009,182.0
475,571,2009,188.0
2314,572,2009,174.0
2113,573,2009,178.0
1576,574,2009,198.0
7,575,2009,174.0
644,576,2009,177.0
124,577,2009,183.0
2068,578,2009,169.0
59,579,2009,184.0
593,580,2009,186.0
2101,581,2009,192.0
2991,582,2009,191.0
206,583,2009,184.0
129,584,2009,132.0
2711,585,2009,88.0
1009,586,2009,88.0
2735,587,2009,104.0
203,588,2009,122.0
2556,589,2008,153.0
1727,590,2008,189.0
455,591,2008,192.0
2062,592,2008,123.0
2610,593,2008,162.0
982,594,2008,150.0
2452,595,2008,171.0
344,596,2008,179.0
219,597,2008,172.0
2320,598,2008,167.0
3069,599,2008,175.0
2699,600,2008,171.0
2441,601,2008,182.0
1121,602,2008,182.0
1716,603,2008,180.0
108,604,2008,184.0
3071,605,2008,175.0
521,606,2008,175.0
1802,607,2008,187.0
2793,608,2008,179.0
3214,609,2008,181.0
3203,610,2008,184.0
422,611,2008,176.0
3072,612,2008,196.0
4,613,2008,170.0
1849,614,2008,157.0
564,615,2008,185.0
1529,616,2008,191.0
1204,617,2008,164.0
1908,618,2008,162.0
2111,619,2008,179.0
2527,620,2008,176.0
2693,621,2008,176.0
2503,622,2008,188.0
45,623,2008,195.0
1451,624,2008,180.0
78,625,2008,188.0
742,626,2008,170.0
1848,627,2008,182.0
404,628,2008,156.0
313,629,2008,193.0
1594,630,2008,185.0
368,631,2008,190.0
2950,632,2008,195.0
1,633,2008,202.0
3154,634,2008,188.0
242,635,2008,171.0
1523,636,2008,197.0
2211,637,2008,185.0
1326,638,2008,200.0
759,639,2008,136.0
1550,640,2008,147.0
2614,641,2008,157.0
914,642,2008,190.0
2231,643,2008,194.0
517,644,2008,187.0
262,645,2008,186.0
2676,646,2008,194.0
960,647,2008,189.0
607,648,2008,204.0
591,649,2008,188.0
2584,650,2008,199.0
2486,651,2008,191.0
286,652,2008,172.0
109,653,2008,182.0
307,654,2008,180.0
1092,655,2008,192.0
5,656,2008,194.0
978,657,2008,163.0
1887,658,2008,164.0
2745,659,2008,156.0
110,660,2008,190.0
2957,661,2008,196.0
2408,662,2008,193.0
131,663,2008,190.0
3075,664,2008,172.0
1726,665,2008,199.0
972,666,2008,185.0
606,667,2008,188.0
338,668,2008,181.0
576,669,2008,193.0
1644,670,2008,187.0
1701,671,2008,160.0
1401,672,2008,159.0
1325,673,2008,126.0
134,674,2008,147.0
2182,675,2008,113.0
2873,676,2008,152.0
891,677,2008,164.0
1987,678,2008,169.0
1693,679,2008,153.0
2724,680,2008,121.0
31,681,2008,141.0
1744,682,2008,174.0
507,683,2008,154.0
2314,684,2008,179.0
1159,685,2008,165.0
1576,686,2008,190.0
7,687,2008,167.0
124,688,2008,144.0
1858,689,2008,136.0
755,690,2008,175.0
3151,691,2008,159.0
301,692,2008,181.0
2068,693,2008,158.0
3048,694,2008,131.0
1872,695,2008,195.0
2949,696,2008,177.0
2101,697,2008,178.0
2991,698,2008,178.0
1814,699,2008,171.0
962,700,2008,130.0
2457,701,2008,140.0
993,702,2008,155.0
3102,703,2008,146.0
2044,704,2008,141.0
238,705,2007,165.5
53,706,2007,188.5
2853,707,2007,0.0
2556,708,2007,190.0
1461,709,2007,172.5
1727,710,2007,193.5
2703,711,2007,183.5
455,712,2007,207.5
935,713,2007,0.0
2610,714,2007,181.5
1420,715,2007,190.5
641,716,2007,196.5
2036,717,2007,178.0
2934,718,2007,187.5
811,719,2007,170.0
534,720,2007,0.0
1496,721,2007,0.0
1448,722,2007,170.0
2561,723,2007,151.0
982,724,2007,156.0
860,725,2007,164.0
2353,726,2007,166.0
1458,727,2007,166.0
3167,728,2007,151.0
344,729,2007,181.0
1367,730,2007,151.0
218,731,2007,167.0
219,732,2007,175.0
2430,733,2007,172.0
77,734,2007,154.0
583,735,2007,179.0
2029,736,2007,169.0
2699,737,2007,178.0
2944,738,2007,188.0
1094,739,2007,176.0
1340,740,2007,208.0
647,741,2007,183.0
1642,742,2007,169.0
514,743,2007,172.0
2304,744,2007,210.0
483,745,2007,206.0
1133,746,2007,202.0
2305,747,2007,209.0
2629,748,2007,175.0
2634,749,2007,164.0
2462,750,2007,170.0
251,751,2007,187.0
731,752,2007,176.0
3100,753,2007,174.0
3210,754,2007,168.0
2494,755,2007,157.0
1625,756,2007,149.0
940,757,2007,131.0
2611,758,2007,200.0
1717,759,2007,187.0
3015,760,2007,206.0
3139,761,2007,208.0
2437,762,2007,213.0
2838,763,2007,196.0
2821,764,2007,200.0
2839,765,2007,220.0
1608,766,2007,167.0
2743,767,2007,216.0
1006,768,2007,214.0
1544,769,2007,204.0
284,770,2007,173.0
847,771,2007,205.0
735,772,2007,191.0
2138,773,2007,168.0
226,774,2007,188.0
711,775,2007,189.0
2948,776,2007,190.0
2635,777,2007,154.0
346,778,2007,136.0
2946,779,2007,70.0
2729,780,2007,136.0
2210,781,2007,156.0
478,782,2007,180.0
2797,783,2007,190.0
2860,784,2007,186.0
1984,785,2007,155.0
2406,786,2007,40.0
3156,787,2007,161.0
704,788,2007,166.0
2055,789,2007,67.0
2441,790,2007,191.0
1121,791,2007,180.0
1716,792,2007,185.0
108,793,2007,165.0
3071,794,2007,190.0
521,795,2007,170.0
1802,796,2007,185.0
2793,797,2007,164.0
3214,798,2007,175.0
1158,799,2007,172.0
3203,800,2007,181.0
422,801,2007,180.0
1499,802,2007,184.0
3072,803,2007,188.2
4,804,2007,173.0
1849,805,2007,161.0
564,806,2007,174.0
1529,807,2007,180.0
1204,808,2007,172.0
1908,809,2007,162.0
2111,810,2007,178.0
2527,811,2007,174.0
2693,812,2007,174.0
2503,813,2007,187.0
1718,814,2007,165.0
2141,815,2007,143.0
45,816,2007,178.0
1451,817,2007,174.0
78,818,2007,181.0
742,819,2007,175.0
1848,820,2007,176.0
3073,821,2007,164.0
1643,822,2007,167.0
1645,823,2007,171.0
664,824,2007,130.0
404,825,2007,163.0
313,826,2007,187.0
1594,827,2007,172.0
368,828,2007,188.0
2950,829,2007,187.0
1,830,2007,189.0
631,831,2007,206.0
2173,832,2007,188.0
3154,833,2007,189.0
242,834,2007,177.0
680,835,1995,124.0
1523,836,2007,184.0
2211,837,2007,188.0
1534,838,2007,197.0
1326,839,2007,194.0
759,840,2007,161.0
1550,841,2007,169.0
2614,842,2007,175.0
1218,843,2007,171.0
3010,844,2007,174.0
2620,845,2007,178.0
1022,846,2007,137.0
1805,847,2007,171.0
1783,848,2007,139.0
914,849,2007,186.0
2231,850,2007,186.0
517,851,2007,187.0
262,852,2007,186.0
2676,853,2007,188.0
960,854,2007,193.0
607,855,2007,203.0
591,856,2007,181.0
2584,857,2007,176.0
2486,858,2007,190.0
286,859,2007,167.0
109,860,2007,181.0
307,861,2007,183.0
1092,862,2007,187.0
5,863,2007,188.0
978,864,2007,186.0
1887,865,2007,161.0
2745,866,2007,170.0
110,867,2007,178.0
2957,868,2007,191.0
2408,869,2007,186.0
131,870,2007,187.0
3075,871,2007,177.0
1726,872,2007,171.0
972,873,2007,196.0
606,874,2007,186.0
338,875,2007,171.0
576,876,2007,182.0
1644,877,2007,185.0
1747,878,2007,171.4
1914,879,2007,166.7
390,880,2007,0.0
705,881,2007,186.9
2646,882,2007,0.0
1439,883,2007,0.0
1617,884,2007,0.0
2552,885,2007,160.0
2273,886,2007,0.0
1330,887,2007,152.1
2706,888,2007,168.1
1701,889,2007,98.0
1401,890,2007,152.9
134,891,2007,168.3
2182,892,2007,150.0
2873,893,2007,165.0
891,894,2007,139.1
1327,895,2007,164.1
2414,896,2007,161.3
1987,897,2007,135.5
822,898,2007,153.4
1693,899,2007,139.5
2724,900,2007,146.7
1744,901,2007,174.3
2384,902,2007,200.0
507,903,2007,160.0
1016,904,2007,170.4
2314,905,2007,176.4
2113,906,2007,127.5
1159,907,2007,142.0
7,908,2007,156.0
644,909,2007,176.0
1547,910,2007,175.8
1803,911,2007,141.4
2922,912,2007,177.3
2783,913,2007,168.3
1109,914,2007,185.0
124,915,2007,175.5
1858,916,2007,147.5
3151,917,2007,162.3
2641,918,2007,161.6
1985,919,2007,156.3
301,920,2007,187.0
2068,921,2007,150.0
3048,922,2007,131.3
1872,923,2007,181.0
2949,924,2007,202.0
197,925,2007,173.8
593,926,2007,173.8
2101,927,2007,177.6
2991,928,2007,169.5
206,929,2007,180.1
2567,930,2007,0.0
962,931,2007,100.0
2457,932,2007,145.0
993,933,2007,149.0
2044,934,2007,154.0
2143,935,2007,145.0
238,936,2006,181.0
53,937,2006,189.0
2894,938,2006,185.5
2556,939,2006,198.0
1727,940,2006,196.5
2703,941,2006,189.5
455,942,2006,232.5
2062,943,2006,137.5
2610,944,2006,178.0
641,945,2006,186.0
2934,946,2006,176.0
1775,947,2006,190.0
1235,948,2006,0.0
278,949,2006,228.5
811,950,2006,184.5
165,951,2006,204.5
1341,952,2006,190.5
534,953,2006,189.0
1025,954,2006,180.0
1448,955,2006,166.0
2561,956,2006,159.0
982,957,2006,193.0
860,958,2006,151.0
2452,959,2006,129.0
1372,960,2006,153.0
1458,961,2006,162.0
3167,962,2006,151.0
344,963,2006,169.0
1367,964,2006,148.0
218,965,2006,167.0
219,966,2006,176.0
2430,967,2006,125.0
77,968,2006,148.0
583,969,2006,164.0
2029,970,2006,141.0
2699,971,2006,162.0
2284,972,2006,179.0
2944,973,2006,126.0
1094,974,2006,169.0
91,975,2006,154.0
1340,976,2006,195.0
647,977,2006,171.0
1642,978,2006,122.0
514,979,2006,168.0
2304,980,2006,178.0
483,981,2006,155.0
1133,982,2006,201.0
2305,983,2006,189.0
2135,984,2006,168.0
2629,985,2006,165.0
2634,986,2006,166.0
2664,987,2006,186.0
251,988,2006,154.0
731,989,2006,177.0
3100,990,2006,160.0
3210,991,2006,160.0
2494,992,2006,175.0
1625,993,2006,140.0
2418,994,2006,161.0
2611,995,2006,172.0
3015,996,2006,167.0
3139,997,2006,170.0
684,998,2006,128.0
2437,999,2006,172.0
2821,1000,2006,186.0
2839,1001,2006,188.0
1608,1002,2006,159.0
2743,1003,2006,175.0
1006,1004,2006,179.0
1544,1005,2006,173.0
284,1006,2006,139.0
735,1007,2006,124.0
2138,1008,2006,174.0
226,1009,2006,186.0
775,1010,2006,130.0
711,1011,2006,182.0
2948,1012,2006,184.0
2635,1013,2006,148.0
346,1014,2006,154.0
2729,1015,2006,134.0
2210,1016,2006,158.0
2797,1017,2006,192.0
2860,1018,2006,174.0
1984,1019,2006,161.0
704,1020,2006,140.0
2055,1021,2006,56.0
2441,1022,2006,192.0
1121,1023,2006,187.0
1716,1024,2006,185.4
108,1025,2006,165.0
3071,1026,2006,192.0
521,1027,2006,175.0
1802,1028,2006,187.0
2793,1029,2006,178.0
3214,1030,2006,169.0
1158,1031,2006,192.0
3203,1032,2006,179.0
422,1033,2006,180.0
1499,1034,2006,164.0
3072,1035,2006,192.0
4,1036,2006,179.0
1849,1037,2006,178.0
564,1038,2006,184.0
1529,1039,2006,190.0
1204,1040,2006,176.0
1908,1041,2006,169.0
2111,1042,2006,183.0
2527,1043,2006,170.0
2693,1044,2006,183.0
2503,1045,2006,185.0
1718,1046,2006,174.0
2141,1047,2006,145.0
45,1048,2006,190.0
676,1049,2006,181.0
3228,1050,2006,185.0
1451,1051,2006,165.0
78,1052,2006,193.0
742,1053,2006,176.0
1848,1054,2006,191.0
3073,1055,2006,151.0
1643,1056,2006,177.0
1645,1057,2006,175.0
404,1058,2006,184.0
313,1059,2006,200.0
1594,1060,2006,181.0
368,1061,2006,175.0
2950,1062,2006,182.0
1,1063,2006,190.0
631,1064,2006,203.0
2173,1065,2006,188.0
3154,1066,2006,198.0
242,1067,2006,183.0
1523,1068,2006,192.0
2211,1069,2006,192.0
1534,1070,2006,182.0
1326,1071,2006,182.0
759,1072,2006,140.0
1550,1073,2006,173.0
2614,1074,2006,170.0
1218,1075,2006,161.0
3010,1076,2006,165.0
2620,1077,2006,175.0
1022,1078,2006,149.0
3019,1079,2006,176.0
887,1080,2006,156.0
1805,1081,2006,150.0
1783,1082,2006,175.0
914,1083,2006,182.0
2231,1084,2006,183.0
517,1085,2006,167.0
262,1086,2006,193.0
2676,1087,2006,184.0
960,1088,2006,194.0
607,1089,2006,192.0
591,1090,2006,175.0
2584,1091,2006,181.0
2486,1092,2006,187.0
286,1093,2006,187.0
109,1094,2006,182.0
307,1095,2006,186.0
1092,1096,2006,186.0
5,1097,2006,171.0
978,1098,2006,171.0
1887,1099,2006,185.0
2745,1100,2006,185.0
110,1101,2006,197.0
2957,1102,2006,177.0
2408,1103,2006,202.0
131,1104,2006,200.0
3075,1105,2006,180.0
1726,1106,2006,197.0
972,1107,2006,187.0
606,1108,2006,183.0
338,1109,2006,180.0
576,1110,2006,200.0
1644,1111,2006,187.0
1747,1112,2006,165.0
1914,1113,2006,191.0
705,1114,2006,226.0
2646,1115,2006,158.0
1439,1116,2006,0.0
1330,1117,2006,167.2
2706,1118,2006,162.2
1701,1119,2006,157.9
1401,1120,2006,169.2
1325,1121,2006,142.6
1700,1122,2006,123.3
928,1123,2006,128.6
891,1124,2006,175.8
1327,1125,2006,177.6
2414,1126,2006,171.4
1987,1127,2006,164.8
822,1128,2006,171.4
1693,1129,2006,168.2
2724,1130,2006,175.0
1744,1131,2006,173.9
507,1132,2006,134.0
475,1133,2006,194.4
1016,1134,2006,156.0
2314,1135,2006,162.8
2113,1136,2006,106.3
1159,1137,2006,142.7
1576,1138,2006,178.3
644,1139,2006,173.3
1547,1140,2006,178.5
2783,1141,2006,173.2
124,1142,2006,98.3
1858,1143,2006,180.9
3151,1144,2006,170.0
2641,1145,2006,164.5
1985,1146,2006,175.4
301,1147,2006,196.3
2068,1148,2006,172.1
1872,1149,2006,188.7
2949,1150,2006,184.1
197,1151,2006,163.8
59,1152,2006,166.9
593,1153,2006,183.3
2243,1154,2006,190.8
2101,1155,2006,171.6
2991,1156,2006,169.2
206,1157,2006,195.5
1814,1158,2006,184.8
1704,1159,2006,0.0
471,1160,2006,0.0
962,1161,2006,112.0
638,1162,2006,147.0
2457,1163,2006,139.0
3102,1164,2006,135.0
2044,1165,2006,159.0
2143,1166,2006,109.0
53,1167,2005,173.5
2894,1168,2005,156.0
2556,1169,2005,179.5
1461,1170,2005,156.5
1727,1171,2005,191.5
2703,1172,2005,147.0
455,1173,2005,204.0
2610,1174,2005,176.5
1420,1175,2005,189.0
641,1176,2005,185.5
2036,1177,2005,176.5
2934,1178,2005,177.5
3160,1179,2005,125.0
278,1180,2005,180.5
811,1181,2005,139.0
165,1182,2005,160.0
1341,1183,2005,177.0
534,1184,2005,159.0
