code,county_id,elevation,id,lat,lon,name,state_abbr
144559,1559,306.3,327,38.9583,-95.2514,LAWRENCE,KS
144588,2970,265.2,328,39.3256,-94.9189,LEAVENWORTH,KS
144695,2743,863.8,329,37.0222,-100.9294,LIBERAL,KS
144972,91,324.6,330,39.1972,-96.5814,MANHATTAN,KS
145152,860,463.3,331,38.3772,-97.6097,MCPHERSON,KS
145173,2135,448.1,332,37.2767,-98.58,MEDICINE LODGE,KS
145363,2320,402.9,333,39.1247,-97.7047,MINNEAPOLIS,KS
145856,514,719.3,334,39.7408,-99.8356,NORTON 9SSE,KS
145906,647,795.5,335,39.8183,-100.5331,OBERLIN,KS
145972,1265,321.6,336,38.8875,-94.7603,OLATHE 3E,KS
146128,1040,280.1,337,38.6133,-95.2808,OTTAWA,KS
147093,1340,1024.7,338,39.7675,-101.8097,SAINT FRANCIS,KS
147271,226,905.3,339,38.4819,-100.9189,SCOTT CITY,KS
147305,2999,274.3,340,37.1317,-96.1861,SEDAN,KS
147542,2029,542.5,341,39.7772,-98.7783,SMITH CTR,KS
148495,775,749.8,342,39.0297,-99.8831,WAKEENEY,KS
150254,3201,170.7,343,38.4536,-82.6131,ASHLAND,KY
150381,2193,301.8,344,36.8825,-83.8819,BARBOURVILLE,KY
150619,1183,326.1,345,37.5733,-84.2908,BEREA COLLEGE,KY
150909,2066,160.9,346,36.9647,-86.4239,BOWLING GREEN RGNL AP,KY
152791,2588,207.3,347,38.1167,-83.55,FARMERS 2 S,KY
153028,2810,140.8,348,38.2022,-84.8825,FRANKFORT DOWNTOWN,KY
153430,924,179.8,349,37.2592,-85.5022,GREENSBURG,KY
153762,1730,136.9,350,37.7558,-87.6456,HENDERSON 8 SSW,KY
153994,2654,158.5,351,36.8492,-87.5206,HOPKINSVILLE,KY
154703,2402,189.0,352,37.5108,-86.2892,LEITCHFIELD 2 N,KY
157324,2502,222.5,353,38.2,-85.2,SHELBYVILLE 1 E,KY
158709,1879,286.5,354,36.7333,-84.15,WILLIAMSBURG,KY
158714,1609,286.5,355,38.6586,-84.6106,WILLIAMSTOWN 3 W,KY
160098,337,26.5,356,31.3206,-92.4611,ALEXANDRIA,LA
160205,35,51.8,357,30.7094,-90.525,AMITE,LA
160537,1791,45.7,358,32.7689,-92.0056,BASTROP,LA
160549,2205,19.5,359,30.5372,-91.1469,BATON ROUGE METRO AP,LA
161287,1843,24.4,360,30.9594,-92.1786,BUNKIE,LA
161411,2597,54.9,361,32.5133,-92.3478,CALHOUN RSCH STN,LA
162151,2184,12.2,362,30.5272,-90.1114,COVINGTON 4 NNW,LA
162534,1967,9.1,363,30.0717,-91.0275,DONALDSONVILLE 4 SW,LA
163313,2767,3.7,364,29.8233,-91.5442,FRANKLIN 3 NW,LA
163800,1602,16.8,365,30.4192,-92.0439,GRAND COTEAU,LA
164407,2420,4.6,366,29.5858,-90.7303,HOUMA,LA
164700,1015,7.6,367,30.2003,-92.6642,JENNINGS,LA
165026,1142,11.6,368,30.205,-91.9875,LAFAYETTE FCWOS,LA
166664,3021,6.1,369,29.9167,-90.1303,NEW ORLEANS AUDUBON,LA
167344,2450,88.4,370,32.9078,-93.7981,PLAIN DEALING 4 W,LA
168163,682,23.8,371,31.9497,-91.2336,ST JOSEPH 3 N,LA
169013,2771,4.6,372,29.7758,-90.78,THIBODAUX 3 ESE,LA
169806,3225,24.4,373,32.0994,-91.7019,WINNSBORO 5 SSE,LA
170100,2811,143.3,374,44.3739,-68.2592,ACADIA NP,ME
170814,3144,323.1,375,45.6603,-69.812,BRASSUA DAM,ME
171628,1816,90.5,376,44.9197,-69.2417,CORINNA,ME
172426,140,25.9,377,44.9067,-66.9919,EASTPORT,ME
172765,2920,128.0,378,44.6889,-70.1567,FARMINGTON,ME
173046,1912,42.7,379,44.2203,-69.7889,GARDINER,ME
173944,3060,118.9,380,46.2061,-67.8417,HOULTON 5N,ME
174566,74,54.9,381,44.1,-70.2167,LEWISTON,ME
175304,1816,109.7,382,45.6503,-68.705,MILLINOCKET,ME
176905,2460,13.7,383,43.6497,-70.3003,PORTLAND JETPORT,ME
176937,3060,182.6,384,46.6539,-68.0089,PRESQUE ISLE,ME
179891,140,42.7,385,45.1572,-67.4044,WOODLAND,ME
180700,266,44.2,386,39.0303,-76.9314,BELTSVILLE,MD
181385,1302,3.0,387,38.5667,-76.0667,CAMBRIDGE WATER TRMT P,MD
181750,2232,12.2,388,39.2167,-76.0519,CHESTERTOWN,MD
182282,663,222.5,389,39.6419,-78.7561,CUMBERLAND 2,MD
182523,2905,14.9,390,38.8833,-75.8,DENTON 2 E,MD
183675,266,45.7,391,38.9689,-76.8042,GLENN DALE BELL STN,MD
185111,266,121.9,392,39.0847,-76.9003,LAUREL 3 W,MD
185718,679,6.1,393,39.2811,-76.61,MD SCI CTR BALTIMORE,MD
185985,2232,9.1,394,39.2739,-75.87,MILLINGTON 1 SE,MD
186620,1736,737.6,395,39.4133,-79.4,OAKLAND 1 SE,MD
186770,1266,48.8,396,38.6833,-76.6667,OWINGS FERRY LANDING,MD
187330,2167,6.1,397,38.2122,-75.6822,PRINCESS ANNE,MD
187806,1817,3.0,398,38.7144,-76.1897,ROYAL OAK 2 SSW,MD
188000,1952,3.0,399,38.365,-75.5892,SALISBURY,MD
189440,1208,233.2,400,39.55,-76.9667,WESTMINSTER POL BRKS,MD
189750,1048,140.2,401,39.3333,-76.8667,WOODSTOCK,MD
190120,618,45.7,402,42.3861,-72.5375,AMHERST,MA
