county_id,elevation,id,lat,lon,name,network,state_name
2514,9510.0,643,40.61,-109.89,MOSBY MTN.,snotel,UT
2514,4839.0,2154,40.38,-109.36,SPLIT MOUNTAIN,scan,UT
2514,9518.0,833,40.74,-109.67,TROUT CREEK,snotel,UT
2515,7774.0,1039,40.28,-111.61,CASCADE MOUNTAIN,snotel,UT
2515,8908.0,399,39.87,-111.28,CLEAR CREEK #1,snotel,UT
2515,7659.0,400,39.89,-111.25,CLEAR CREEK #2,snotel,UT
2515,7399.0,1223,40.19,-111.36,HOBBLE CREEK,snotel,UT
2515,8066.0,686,39.93,-111.63,PAYSON R.S.,snotel,UT
272,220.0,2178,32.41,-85.91,MORRIS FARMS,scan,AL
305,799.0,2113,34.19,-86.8,CULLMAN-NAHRC,scan,AL
730,603.0,2173,34.82,-87.99,ISBELL FARMS,scan,AL
1165,730.0,2055,34.45,-86.15,HODGES,scan,AL
1187,299.0,2181,31.11,-87.55,PERDIDO RIV FARMS,scan,AL
1202,820.0,2059,34.85,-86.88,NEWBY FARM,scan,AL
1453,144.0,2114,32.61,-88.2,LIVINGSTON-UWA,scan,AL
1584,135.0,2180,30.52,-87.7,KOPTIS FARMS,scan,AL
1557,1785.0,2054,34.87,-86.1,HYTOP,scan,AL
1924,160.0,2174,33.11,-88.31,DEE RIVER RANCH,scan,AL
2228,107.0,2182,31.02,-85.04,RIVER ROAD FARMS,scan,AL
2278,860.0,2057,34.78,-86.55,AAMU-JTG,scan,AL
2278,798.0,2078,34.89,-86.6,BRAGG FARM,scan,AL
2515,8140.0,820,40.43,-111.62,TIMPANOGOS DIVIDE,snotel,UT
2522,6880.0,610,42.18,-114.29,MAGIC MOUNTAIN,snotel,ID
2522,7120.0,871,42.01,-115.0,WILSON CREEK,snotel,ID
2532,633.0,2058,34.43,-87.0,HARTSELLE USDA,scan,AL
2532,635.0,2056,34.43,-86.68,STANLEY FARM,scan,AL
2552,4055.0,2107,33.54,-103.24,CROSSROADS,scan,NM
2552,4537.0,2108,33.53,-103.63,WILLOW WELLS,scan,NM
2555,9340.0,1033,40.79,-106.6,ZIRKEL,snotel,CO
2557,4508.0,2148,42.95,-117.01,JORDAN VALLEY CWMA,scan,ID
2557,5730.0,654,42.6,-116.56,MUD FLAT,snotel,ID
2557,5600.0,2029,43.07,-116.75,REYNOLDS CREEK,snotel,ID
2557,6500.0,774,42.76,-116.9,SOUTH MTN.,snotel,ID
2567,7990.0,931,44.58,-107.2,BIG GOOSE,snotel,WY
2589,9800.0,452,38.21,-111.48,DONKEY RESERVOIR,snotel,UT
2603,10960.0,935,39.57,-105.8,JACKWHACKER GULCH,snotel,CO
171,6509.0,834,39.3,-120.18,TRUCKEE #2,snotel,CA
578,150.0,2009,30.3,-84.42,WAKULLA #1,scan,FL
76,8626.0,1112,36.31,-115.68,LEE CANYON,snotel,NV
27,7760.0,730,42.51,-110.91,SALT RIVER SUMMIT,snotel,WY
471,8720.0,1132,44.35,-107.01,SOLDIER PARK,snotel,WY
638,8700.0,826,42.7,-108.9,TOWNSEND CREEK,snotel,WY
1481,7850.0,1015,41.4,-107.26,SAGE CREEK BASIN,snotel,WY
2456,7900.0,872,42.28,-105.58,WINDY PEAK,snotel,WY
2567,8880.0,798,44.72,-107.4,SUCKER CREEK,snotel,WY
2619,6400.0,649,47.92,-112.82,MOUNT LOCKHART,snotel,MT
2635,2871.0,581,47.21,-105.19,LINDSAY,scan,MT
2647,8210.0,921,35.7,-105.81,ELK CABIN,snotel,NM
2647,11445.0,922,35.77,-105.78,SANTA FE,snotel,NM
2661,9125.0,310,33.98,-109.5,BALDY,snotel,AZ
2688,5255.0,2137,39.65,-111.87,NEPHI,scan,UT
2688,7211.0,1217,39.5,-111.73,REES FLAT,snotel,UT
2688,9168.0,1247,39.74,-113.98,TAKKA WIIYA,snotel,UT
2698,1060.0,2014,39.95,-83.45,MOLLY CAREN #1,scan,OH
2701,4920.0,979,44.38,-116.34,VAN WYCK,snotel,ID
2737,115.0,2032,33.38,-90.65,BEASLEY LAKE,scan,MS
2737,138.0,2109,33.66,-90.57,SANDY RIDGE,scan,MS
2739,1220.0,2036,40.72,-77.93,ROCK SPRINGS PA,scan,PA
2759,420.0,1084,45.25,-123.28,MILLER WOODS,snotel,OR
2765,1640.0,2021,47.0,-118.57,LIND #1,scan,WA
2768,2236.0,2041,44.53,-72.83,MOUNT MANSFIELD,scan,VT
2755,1970.0,2200,31.55,-100.51,SAN ANGELO,scan,TX
2762,4900.0,613,48.8,-113.67,MANY GLACIER,snotel,MT
2763,3934.0,2116,40.03,-118.18,LOVELOCK NNR,scan,NV
2792,2710.0,2019,48.48,-109.8,FORT ASSINIBOINE #1,scan,MT
2807,9972.0,1154,37.68,-112.86,BRIAN HEAD,snotel,UT
2807,9580.0,390,37.66,-112.74,CASTLE VALLEY,snotel,UT
2807,5249.0,2128,37.63,-113.64,ENTERPRISE,scan,UT
2807,9206.0,561,37.53,-113.05,KOLOB,snotel,UT
2807,9800.0,626,37.57,-112.84,MIDWAY VALLEY,snotel,UT
2807,8179.0,1248,37.6,-112.92,SUU RANCH,snotel,UT
2807,9203.0,853,37.58,-112.9,WEBSTER FLAT,snotel,UT
2807,9972.0,1197,37.75,-112.78,YANKEE RESERVOIR,snotel,UT
2820,7990.0,329,39.14,-111.56,BEAVER DAMS,snotel,UT
2820,9430.0,371,39.13,-111.44,BUCK FLAT,snotel,UT
2820,9182.0,444,39.05,-111.47,DILL'S CAMP,snotel,UT
2820,5504.0,2126,39.42,-111.57,EPHRAIM,scan,UT
2820,8541.0,1221,39.32,-111.49,GBRC HQ,snotel,UT
2820,9780.0,1222,39.3,-111.45,GBRC MEADOWS,snotel,UT
2820,9657.0,1216,39.61,-111.3,HUNTINGTON HORSE,snotel,UT
2820,7220.0,1145,39.59,-111.41,KILFOIL CREEK,snotel,UT
2820,8727.0,612,39.68,-111.32,MAMMOTH-COTTONWOOD,snotel,UT
2820,9494.0,1224,39.14,-111.51,MT BALDY,snotel,UT
2820,9910.0,742,39.31,-111.43,SEELEY CREEK,snotel,UT
2820,8858.0,1226,39.24,-111.52,THISTLE FLAT,snotel,UT
2820,9162.0,1228,39.13,-111.35,WRIGLEY CREEK,snotel,UT
2848,1054.0,2077,35.14,-86.19,EASTVIEW FARM,scan,TN
2864,11000.0,580,37.38,-106.55,LILY POND,snotel,CO
2865,6451.0,2138,37.67,-109.36,ALKALI MESA,scan,UT
2865,8998.0,1153,37.87,-109.45,BUCKBOARD FLAT,snotel,UT
2865,8968.0,383,37.81,-109.49,CAMP JACKSON,snotel,UT
2865,6845.0,2130,37.78,-109.17,EASTLAND,scan,UT
2865,7049.0,2166,38.31,-109.24,HARMS WAY,scan,UT
2865,9560.0,572,38.48,-109.27,LASAL MOUNTAIN,snotel,UT
2865,8825.0,1215,38.48,-109.29,LASAL MOUNTAIN-LOWER,snotel,UT
2865,5319.0,2140,37.45,-109.34,MCCRACKEN MESA,scan,UT
2865,7004.0,2139,38.01,-109.13,WEST SUMMIT,scan,UT
2871,9260.0,1082,43.78,-110.93,GRAND TARGHEE,snotel,WY
2871,7850.0,577,44.21,-110.67,LEWIS LAKE DIVIDE,snotel,WY
2871,6920.0,764,44.13,-110.67,SNAKE RIVER STATION,snotel,WY
2871,9580.0,822,43.75,-110.06,TOGWOTEE PASS,snotel,WY
2873,1930.0,2020,46.77,-100.92,MANDAN #1,scan,ND
2885,315.0,2090,35.21,-92.92,UAPB POINT REMOVE,scan,AR
2890,80.0,2040,36.68,-76.77,TIDEWATER AREC,scan,VA
2895,1184.0,2202,34.02,-99.25,VERNON,scan,TX
2899,8000.0,432,40.36,-111.09,CURRANT CREEK,snotel,UT
2899,8037.0,435,40.3,-111.26,DANIELS-STRAWBERRY,snotel,UT
2899,8123.0,795,40.16,-111.21,STRAWBERRY DIVIDE,snotel,UT
2899,8641.0,864,39.96,-110.99,WHITE RIVER #1,snotel,UT
2900,6800.0,770,42.95,-111.36,SOMSEN RANCH,snotel,ID
2923,10160.0,380,38.89,-106.95,BUTTE,snotel,CO
2923,9600.0,680,38.82,-106.59,PARK CONE,snotel,CO
2923,10760.0,701,38.49,-106.34,PORPHYRY CREEK,snotel,CO
2923,10700.0,737,39.02,-107.05,SCHOFIELD PASS,snotel,CO
2923,10640.0,1141,38.99,-106.75,UPPER TAYLOR,snotel,CO
2935,3520.0,1053,48.72,-116.46,MYRTLE CREEK,snotel,ID
2936,6930.0,493,42.41,-111.17,GIVEOUT,snotel,ID
2942,4920.0,523,45.7,-118.11,HIGH RIDGE,snotel,OR
2955,2727.0,2198,46.78,-117.08,COOK FARM FIELD D,scan,WA
2975,793.0,2193,37.99,-94.04,SCHELL-OSAGE,scan,MO
3034,269.0,2177,32.28,-86.05,BROAD ACRES,scan,AL
3037,4890.0,711,48.52,-120.74,RAINY PASS,snotel,WA
3052,1175.0,2023,34.95,-97.98,LITTLE WASHITA #1,scan,OK
3086,4170.0,942,47.04,-121.94,BURNT MOUNTAIN,snotel,WA
3086,5240.0,1085,46.87,-121.53,CAYUSE PASS,snotel,WA
3094,615.0,2005,37.1,-87.83,PRINCETON #1,scan,KY
3079,9080.0,342,42.65,-109.26,BIG SANDY OPENING,snotel,WY
3079,7930.0,460,43.13,-110.2,EAST RIM DIVIDE,snotel,WY
3079,9000.0,1134,42.58,-109.09,LARSEN CREEK,snotel,WY
3079,9360.0,1133,42.71,-109.41,POCKET CREEK,snotel,WY
3102,4280.0,2018,42.07,-104.13,TORRINGTON #1,scan,WY
3111,8301.0,461,39.31,-109.53,EAST WILLOW CREEK,snotel,UT
3112,6430.0,1214,40.46,-112.25,BEVANS CABIN,snotel,UT
3112,4318.0,2167,40.17,-113.02,DUGWAY,scan,UT
3112,5470.0,2165,39.99,-114.0,GOSHUTE,scan,UT
3112,4339.0,2152,40.59,-112.39,GRANTSVILLE,scan,UT
3112,8221.0,631,40.49,-112.61,MINING FORK,snotel,UT
3112,8900.0,723,40.44,-112.24,ROCKY BASIN-SETTLEME,snotel,UT
3112,7401.0,844,39.94,-112.41,VERNON CREEK,snotel,UT
3117,1125.0,2050,47.72,-96.27,GLACIAL RIDGE,scan,MN
3127,3510.0,2105,33.55,-102.37,LEVELLAND,scan,TX
3155,4846.0,2169,34.77,-106.76,LOS LUNAS PMC,scan,NM
3160,10220.0,857,37.21,-105.12,WHISKEY CK,snotel,CO
3180,8600.0,403,45.02,-111.85,CLOVER MEADOW,snotel,MT
3180,7800.0,448,44.79,-112.06,DIVIDE,snotel,MT
3193,10960.0,1030,40.35,-106.38,ARAPAHO RIDGE,snotel,CO
3193,11300.0,335,39.8,-105.78,BERTHOUD SUMMIT,snotel,CO
3193,8940.0,1014,39.8,-106.03,MIDDLE FORK CAMP,snotel,CO
3193,9030.0,688,40.4,-105.85,PHANTOM VALLEY,snotel,CO
3196,2697.0,2189,35.12,-119.6,COCHORA RANCH,scan,CA
3229,7400.0,568,44.59,-111.82,LAKEVIEW RIDGE,snotel,MT
