elevation,lat,lon,yield,yield_binned,color,ndx,soil,links,slopes
1626.9685,41.25261,-97.145723,151,4,#FB6A4A,1096,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1626.6404,41.252515,-97.14572199999999,151,4,#FB6A4A,1099,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1626.9685,41.252386,-97.145724,152,4,#FB6A4A,1103,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1626.9685,41.252347,-97.145724,153,4,#FB6A4A,1104,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1626.6404,41.252238,-97.14572,149,4,#FB6A4A,1107,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1625.6562,41.251833000000005,-97.145715,155,4,#FB6A4A,1119,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1625.6562,41.251765,-97.145714,143,4,#FB6A4A,1121,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1625.9843,41.251732000000004,-97.145711,153,4,#FB6A4A,1122,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.6719,41.251661,-97.145706,139,4,#FB6A4A,1124,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1625.0,41.251627,-97.145708,148,4,#FB6A4A,1125,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.3438,41.251286,-97.145708,154,4,#FB6A4A,1135,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1624.0157,41.251251,-97.145709,155,4,#FB6A4A,1136,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1623.6877,41.251215,-97.145706,156,4,#FB6A4A,1137,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1623.0315,41.251179,-97.145702,149,4,#FB6A4A,1138,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1623.3596,41.251113000000004,-97.145703,151,4,#FB6A4A,1140,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1624.0157,41.25108,-97.14570400000001,155,4,#FB6A4A,1141,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1624.0157,41.251046,-97.145703,151,4,#FB6A4A,1142,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1622.3753,41.250298,-97.145702,154,4,#FB6A4A,1164,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1622.7034,41.250167,-97.14590600000001,149,4,#FB6A4A,1169,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1623.6877,41.250341,-97.145909,155,4,#FB6A4A,1174,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1623.3596,41.250884,-97.14591999999999,154,4,#FB6A4A,1190,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1625.6562,41.253062,-97.14594100000001,153,4,#FB6A4A,1256,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1625.0,41.253094,-97.145938,154,4,#FB6A4A,1257,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1625.0,41.253126,-97.14594100000001,153,4,#FB6A4A,1258,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1626.6404,41.25161,-97.145758,154,4,#FB6A4A,1392,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1625.9843,41.251512,-97.14575699999999,155,4,#FB6A4A,1395,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1625.6562,41.251478999999996,-97.14575699999999,151,4,#FB6A4A,1396,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1625.6562,41.25138,-97.14575699999999,147,4,#FB6A4A,1399,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1625.6562,41.251088,-97.14575500000001,155,4,#FB6A4A,1408,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1625.0,41.250156,-97.14617199999999,133,4,#FB6A4A,1437,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1625.3281,41.250326,-97.14617700000001,147,4,#FB6A4A,1442,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1625.6562,41.250393,-97.14617700000001,147,4,#FB6A4A,1444,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1625.6562,41.250426000000004,-97.146178,144,4,#FB6A4A,1445,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1625.3281,41.250461,-97.146182,131,4,#FB6A4A,1446,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1624.6719,41.250494,-97.146185,138,4,#FB6A4A,1447,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1625.6562,41.250526,-97.146183,148,4,#FB6A4A,1448,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1625.6562,41.250561,-97.14618399999999,154,4,#FB6A4A,1449,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1626.6404,41.250928,-97.146185,154,4,#FB6A4A,1460,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1626.6404,41.251027,-97.146189,144,4,#FB6A4A,1463,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1626.9685,41.251863,-97.1462,134,4,#FB6A4A,1488,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1626.6404,41.251897,-97.146199,155,4,#FB6A4A,1489,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1626.6404,41.252629999999996,-97.14620500000001,154,4,#FB6A4A,1511,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1625.3281,41.253198,-97.146214,153,4,#FB6A4A,1528,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1625.3281,41.253231,-97.146215,155,4,#FB6A4A,1529,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1623.3596,41.253192999999996,-97.146001,149,4,#FB6A4A,1605,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1623.3596,41.253161999999996,-97.146001,155,4,#FB6A4A,1606,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1623.6877,41.252082,-97.145992,155,4,#FB6A4A,1639,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1621.7192,41.250809000000004,-97.145973,141,4,#FB6A4A,1677,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1621.3911,41.250776,-97.145972,139,4,#FB6A4A,1678,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1621.3911,41.250642,-97.145972,153,4,#FB6A4A,1682,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1621.3911,41.250608,-97.145971,151,4,#FB6A4A,1683,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1621.0629999999999,41.250405,-97.14596999999999,139,4,#FB6A4A,1689,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1621.3911,41.250372,-97.145969,146,4,#FB6A4A,1690,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1621.7192,41.250341,-97.145977,155,4,#FB6A4A,1691,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1621.7192,41.250271999999995,-97.145974,147,4,#FB6A4A,1693,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1621.7192,41.250238,-97.145972,146,4,#FB6A4A,1694,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1620.7349,41.250163,-97.146236,148,4,#FB6A4A,1697,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1621.3911,41.250287,-97.146237,145,4,#FB6A4A,1701,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1621.3911,41.25032,-97.146236,139,4,#FB6A4A,1702,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1621.3911,41.250352,-97.146237,135,4,#FB6A4A,1703,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1621.7192,41.250384999999994,-97.146238,153,4,#FB6A4A,1704,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1621.7192,41.250417999999996,-97.14623900000001,156,4,#FB6A4A,1705,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1621.7192,41.25045,-97.14623900000001,134,4,#FB6A4A,1706,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1622.0472,41.250481,-97.146233,145,4,#FB6A4A,1707,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1621.3911,41.250547999999995,-97.146235,138,4,#FB6A4A,1709,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1621.7192,41.25058,-97.146235,146,4,#FB6A4A,1710,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1621.7192,41.250613,-97.146236,144,4,#FB6A4A,1711,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1621.3911,41.250646,-97.146236,128,4,#FB6A4A,1712,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1621.3911,41.250809000000004,-97.146238,153,4,#FB6A4A,1717,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1621.0629999999999,41.250840999999994,-97.14623900000001,152,4,#FB6A4A,1718,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1621.0629999999999,41.250873999999996,-97.14624,152,4,#FB6A4A,1719,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1621.3911,41.250907,-97.14624,155,4,#FB6A4A,1720,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1621.3911,41.250939,-97.146241,141,4,#FB6A4A,1721,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1621.0629999999999,41.250972999999995,-97.14623900000001,151,4,#FB6A4A,1722,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1621.3911,41.251006,-97.146242,149,4,#FB6A4A,1723,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1621.7192,41.251199,-97.146244,152,4,#FB6A4A,1729,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1622.7034,41.252274,-97.146254,151,4,#FB6A4A,1762,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1625.0,41.253122999999995,-97.146266,154,4,#FB6A4A,1788,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1625.3281,41.253189,-97.146266,153,4,#FB6A4A,1790,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1625.0,41.253221999999994,-97.146266,146,4,#FB6A4A,1791,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1626.9685,41.254065000000004,-97.14627,151,4,#FB6A4A,1817,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1625.9843,41.25083,-97.146019,154,4,#FB6A4A,1942,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1626.3123,41.250285,-97.14628499999999,131,4,#FB6A4A,1967,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1626.6404,41.250319,-97.146284,129,4,#FB6A4A,1968,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1626.9685,41.250388,-97.14628499999999,129,4,#FB6A4A,1970,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1627.2966,41.250424,-97.14628499999999,135,4,#FB6A4A,1971,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1627.2966,41.250457,-97.14628499999999,131,4,#FB6A4A,1972,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1627.6247,41.250488,-97.146287,136,4,#FB6A4A,1973,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1627.2966,41.250554,-97.146287,145,4,#FB6A4A,1975,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1626.3123,41.250588,-97.146288,149,4,#FB6A4A,1976,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1625.6562,41.250655,-97.146288,149,4,#FB6A4A,1978,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1625.3281,41.250689,-97.146288,154,4,#FB6A4A,1979,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1624.6719,41.250723,-97.146286,154,4,#FB6A4A,1980,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1624.0157,41.250856,-97.14628499999999,149,4,#FB6A4A,1984,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1623.6877,41.250889,-97.14628499999999,150,4,#FB6A4A,1985,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1623.6877,41.250923,-97.146286,148,4,#FB6A4A,1986,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1623.6877,41.250956,-97.146287,152,4,#FB6A4A,1987,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1624.0157,41.250988,-97.146288,140,4,#FB6A4A,1988,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1624.3438,41.251021,-97.146291,151,4,#FB6A4A,1989,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1623.6877,41.251055,-97.146291,141,4,#FB6A4A,1990,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1623.6877,41.251088,-97.14629000000001,149,4,#FB6A4A,1991,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1624.0157,41.251121000000005,-97.14629000000001,151,4,#FB6A4A,1992,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1624.3438,41.251154,-97.146291,155,4,#FB6A4A,1993,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1624.3438,41.252219000000004,-97.146304,147,4,#FB6A4A,2025,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.6719,41.252302,-97.14630600000001,149,4,#FB6A4A,2028,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1625.0,41.252352,-97.146305,155,4,#FB6A4A,2029,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1625.0,41.252386,-97.146305,151,4,#FB6A4A,2030,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1626.9685,41.253151,-97.146315,149,4,#FB6A4A,2053,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1626.9685,41.253184000000005,-97.146315,148,4,#FB6A4A,2054,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1627.2966,41.253217,-97.146314,155,4,#FB6A4A,2055,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1628.6089,41.254490000000004,-97.146114,147,4,#FB6A4A,2092,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
