elevation,lat,lon,yield,yield_binned,color,ndx,soil,links,slopes
1625.6562,41.254138,-97.14589699999999,207,6,#A1D99B,470,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1625.9843,41.254168,-97.145898,202,6,#A1D99B,471,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1626.3123,41.254197,-97.145898,204,6,#A1D99B,472,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1626.6404,41.254227,-97.14589699999999,208,6,#A1D99B,473,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1626.6404,41.254257,-97.145898,207,6,#A1D99B,474,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1625.9843,41.254346000000005,-97.145899,203,6,#A1D99B,477,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1625.9843,41.254376,-97.1459,203,6,#A1D99B,478,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1625.6562,41.254405,-97.1459,194,6,#A1D99B,479,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1625.9843,41.254464,-97.1459,196,6,#A1D99B,481,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1625.9843,41.254494,-97.1459,208,6,#A1D99B,482,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1623.6877,41.254616999999996,-97.145576,187,6,#A1D99B,485,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1623.6877,41.25458,-97.145577,202,6,#A1D99B,486,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.3438,41.254509999999996,-97.145576,203,6,#A1D99B,488,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.3438,41.254476000000004,-97.145576,206,6,#A1D99B,489,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.3438,41.254442,-97.145577,188,6,#A1D99B,490,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.3438,41.254406,-97.145577,189,6,#A1D99B,491,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.3438,41.254372,-97.145577,192,6,#A1D99B,492,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.6719,41.254337,-97.145575,191,6,#A1D99B,493,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.6719,41.254303,-97.145575,190,6,#A1D99B,494,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.6719,41.254267999999996,-97.145575,199,6,#A1D99B,495,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.6719,41.254234000000004,-97.145575,195,6,#A1D99B,496,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1625.3281,41.254166,-97.145576,187,6,#A1D99B,498,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1625.0,41.254131,-97.145574,193,6,#A1D99B,499,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1625.0,41.254096000000004,-97.145574,198,6,#A1D99B,500,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.6719,41.254061,-97.145573,197,6,#A1D99B,501,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.6719,41.254027,-97.145572,204,6,#A1D99B,502,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1625.0,41.253993,-97.14557099999999,195,6,#A1D99B,503,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.6719,41.253958000000004,-97.14557099999999,201,6,#A1D99B,504,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.6719,41.253924,-97.145572,204,6,#A1D99B,505,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.6719,41.253889,-97.145572,207,6,#A1D99B,506,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.6719,41.253854,-97.145572,194,6,#A1D99B,507,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.6719,41.253820000000005,-97.145572,208,6,#A1D99B,508,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.3438,41.253786,-97.145572,207,6,#A1D99B,509,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.3438,41.253752,-97.14556999999999,192,6,#A1D99B,510,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.3438,41.253718,-97.14556999999999,204,6,#A1D99B,511,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.0157,41.253684,-97.145569,196,6,#A1D99B,512,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.0157,41.253648999999996,-97.145569,201,6,#A1D99B,513,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1623.6877,41.253614,-97.145569,198,6,#A1D99B,514,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.0157,41.25358,-97.14556800000001,192,6,#A1D99B,515,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.0157,41.253546,-97.14556800000001,192,6,#A1D99B,516,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.0157,41.253512,-97.14556800000001,186,6,#A1D99B,517,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.0157,41.253478,-97.14556800000001,200,6,#A1D99B,518,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.0157,41.253443,-97.145567,199,6,#A1D99B,519,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1623.6877,41.253341,-97.145567,189,6,#A1D99B,522,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1625.0,41.253240000000005,-97.145563,197,6,#A1D99B,525,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.0157,41.253099,-97.145561,193,6,#A1D99B,529,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1623.6877,41.252922,-97.14556,195,6,#A1D99B,534,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1623.6877,41.252887,-97.14555899999999,190,6,#A1D99B,535,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1623.3596,41.252673,-97.145553,187,6,#A1D99B,541,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1623.6877,41.252638,-97.145554,193,6,#A1D99B,542,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1623.6877,41.252325,-97.145549,189,6,#A1D99B,551,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1623.0315,41.251723,-97.145549,189,6,#A1D99B,568,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1623.0315,41.251687,-97.145547,187,6,#A1D99B,569,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1623.6877,41.251653999999995,-97.145548,191,6,#A1D99B,570,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.0157,41.251585,-97.145548,205,6,#A1D99B,572,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.0157,41.251549,-97.145547,196,6,#A1D99B,573,Butler silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691270&ogc_fid=3816289,0 to 1 percent slopes
1624.0157,41.251514,-97.145546,198,6,#A1D99B,574,Butler silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691270&ogc_fid=3816289,0 to 1 percent slopes
1624.0157,41.251442,-97.145546,212,6,#A1D99B,576,Butler silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691270&ogc_fid=3816289,0 to 1 percent slopes
1623.6877,41.251405,-97.145546,209,6,#A1D99B,577,Butler silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691270&ogc_fid=3816289,0 to 1 percent slopes
1623.6877,41.25137,-97.145546,211,6,#A1D99B,578,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1623.3596,41.251296999999994,-97.145544,186,6,#A1D99B,580,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1623.3596,41.251261,-97.145544,190,6,#A1D99B,581,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1622.7034,41.250192,-97.145537,210,6,#A1D99B,611,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1622.0472,41.250251,-97.145799,196,6,#A1D99B,616,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1622.3753,41.250285999999996,-97.145799,203,6,#A1D99B,617,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1622.3753,41.250321,-97.145799,205,6,#A1D99B,618,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1622.3753,41.250355,-97.145801,191,6,#A1D99B,619,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1622.7034,41.250568,-97.145803,193,6,#A1D99B,625,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1622.7034,41.250602,-97.145803,189,6,#A1D99B,626,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1622.3753,41.250636,-97.145803,196,6,#A1D99B,627,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1622.3753,41.250671000000004,-97.145803,185,6,#A1D99B,628,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1622.7034,41.250704,-97.145803,193,6,#A1D99B,629,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1622.3753,41.250739,-97.145804,207,6,#A1D99B,630,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1622.7034,41.250772999999995,-97.145804,200,6,#A1D99B,631,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1622.7034,41.250807,-97.145802,195,6,#A1D99B,632,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1622.7034,41.250945,-97.1458,206,6,#A1D99B,636,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1622.7034,41.250979,-97.1458,210,6,#A1D99B,637,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1622.7034,41.251013,-97.145801,206,6,#A1D99B,638,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1623.0315,41.251048,-97.145803,199,6,#A1D99B,639,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1623.0315,41.251079,-97.14580500000001,201,6,#A1D99B,640,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1622.7034,41.251111,-97.14580600000001,199,6,#A1D99B,641,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1622.7034,41.2515,-97.145811,185,6,#A1D99B,653,Fillmore silt loam,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691277&ogc_fid=3816848,occasionally ponded
1622.7034,41.251533,-97.14581,204,6,#A1D99B,654,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1622.7034,41.251565,-97.14581,211,6,#A1D99B,655,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1622.7034,41.251598,-97.145811,195,6,#A1D99B,656,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1622.7034,41.251631,-97.145812,197,6,#A1D99B,657,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1622.7034,41.251663,-97.145813,210,6,#A1D99B,658,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1622.7034,41.251697,-97.145813,197,6,#A1D99B,659,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1622.7034,41.25173,-97.145812,206,6,#A1D99B,660,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1622.3753,41.251763000000004,-97.145814,197,6,#A1D99B,661,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1622.7034,41.251893,-97.14582,186,6,#A1D99B,665,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1622.7034,41.251925,-97.14581899999999,190,6,#A1D99B,666,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1622.7034,41.252055,-97.145818,192,6,#A1D99B,670,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1623.0315,41.252087,-97.145818,189,6,#A1D99B,671,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1623.0315,41.252246,-97.145821,190,6,#A1D99B,676,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1623.0315,41.252277,-97.145821,193,6,#A1D99B,677,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1623.3596,41.252309000000004,-97.145821,205,6,#A1D99B,678,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.0157,41.252628,-97.145827,193,6,#A1D99B,688,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.0157,41.252659,-97.14582800000001,199,6,#A1D99B,689,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.3438,41.252691,-97.14582800000001,189,6,#A1D99B,690,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.3438,41.252722,-97.145829,186,6,#A1D99B,691,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.3438,41.252786,-97.145829,188,6,#A1D99B,693,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.3438,41.252818,-97.14583,186,6,#A1D99B,694,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.3438,41.252881,-97.14583,187,6,#A1D99B,696,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.6719,41.252913,-97.14583,187,6,#A1D99B,697,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.6719,41.252976000000004,-97.145831,194,6,#A1D99B,699,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.6719,41.253009000000006,-97.145831,191,6,#A1D99B,700,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.6719,41.253042,-97.145831,194,6,#A1D99B,701,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.6719,41.253076,-97.145831,209,6,#A1D99B,702,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.3438,41.25311,-97.145832,198,6,#A1D99B,703,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
1624.6719,41.253142,-97.145831,186,6,#A1D99B,704,Olbut-Butler silt loams,http://casoilresource.lawr.ucdavis.edu/soil_web/ssurgo.php?action=explain_mapunit&query_scale=500000&mukey=1691306&ogc_fid=3816648,0 to 1 percent slopes
