county_id,id,irrigated,year,yield,countyfp,statefp,json_id
1094,16279,0,2004,153.0,149,20,20149
1094,16505,0,2003,59.0,149,20,20149
1094,16743,0,2002,41.0,149,20,20149
1094,16990,0,2001,107.0,149,20,20149
1094,18560,0,1995,74.0,149,20,20149
1094,18833,0,1994,91.0,149,20,20149
1094,19112,0,1993,71.5,149,20,20149
1094,19385,0,1992,137.1,149,20,20149
1094,19673,0,1991,51.1,149,20,20149
1094,19955,0,1990,80.5,149,20,20149
1094,20228,0,1989,69.0,149,20,20149
1094,20496,0,1988,76.0,149,20,20149
1094,20843,0,1987,89.0,149,20,20149
1094,21113,0,1986,117.0,149,20,20149
1094,21457,0,1985,100.0,149,20,20149
1094,21789,0,1984,82.0,149,20,20149
1094,22129,0,1983,29.0,149,20,20149
1094,22428,0,1982,91.0,149,20,20149
1094,22720,0,1981,90.0,149,20,20149
1094,22942,0,1980,30.0,149,20,20149
1094,23111,0,1979,81.0,149,20,20149
1094,23310,0,1978,75.0,149,20,20149
1094,23509,0,1977,43.0,149,20,20149
1094,23689,0,1976,40.0,149,20,20149
1094,23889,0,1975,41.0,149,20,20149
1094,24093,0,1974,43.0,149,20,20149
1094,24314,0,1973,75.0,149,20,20149
1094,24528,0,1972,75.0,149,20,20149
647,6,1,2013,157.1,039,20,20039
647,107,1,2012,149.3,039,20,20039
647,227,1,2011,156.0,039,20,20039
647,741,1,2007,183.0,039,20,20039
647,977,1,2006,171.0,039,20,20039
647,1208,1,2005,165.0,039,20,20039
647,1449,1,2004,180.0,039,20,20039
647,1673,1,2003,150.0,039,20,20039
647,1912,1,2002,101.0,039,20,20039
647,2166,1,2001,155.0,039,20,20039
647,2419,1,2000,154.0,039,20,20039
647,2695,1,1999,157.0,039,20,20039
647,2952,1,1998,168.0,039,20,20039
647,3225,1,1997,151.0,039,20,20039
647,3489,1,1996,157.0,039,20,20039
647,3758,1,1995,119.0,039,20,20039
647,4053,1,1994,177.0,039,20,20039
647,4366,1,1993,110.5,039,20,20039
647,4669,1,1992,134.2,039,20,20039
647,4983,1,1991,145.0,039,20,20039
647,5288,1,1990,134.8,039,20,20039
647,5601,1,1989,124.0,039,20,20039
647,5926,1,1988,130.0,039,20,20039
647,6279,1,1987,155.0,039,20,20039
647,6639,1,1986,146.0,039,20,20039
647,6991,1,1985,135.0,039,20,20039
647,7354,1,1984,135.0,039,20,20039
647,7725,1,1983,102.0,039,20,20039
647,8031,1,1982,100.0,039,20,20039
647,8327,1,1981,140.0,039,20,20039
647,8599,1,1980,86.0,039,20,20039
647,8839,1,1979,125.0,039,20,20039
647,9070,1,1978,99.0,039,20,20039
647,9317,1,1977,109.0,039,20,20039
647,9570,1,1976,105.0,039,20,20039
647,9832,1,1975,92.0,039,20,20039
647,10088,1,1974,94.0,039,20,20039
647,10355,1,1973,116.0,039,20,20039
647,10621,1,1972,125.0,039,20,20039
647,14849,0,2013,30.8,039,20,20039
647,14964,0,2012,25.1,039,20,20039
647,15109,0,2011,93.7,039,20,20039
647,15646,0,2007,85.0,039,20,20039
647,15856,0,2006,45.0,039,20,20039
647,16064,0,2005,67.0,039,20,20039
647,16282,0,2004,52.0,039,20,20039
647,16508,0,2003,31.0,039,20,20039
647,16746,0,2002,22.0,039,20,20039
647,16993,0,2001,60.0,039,20,20039
647,17243,0,2000,42.0,039,20,20039
647,17512,0,1999,109.0,039,20,20039
647,17781,0,1998,106.0,039,20,20039
647,18058,0,1997,71.0,039,20,20039
647,18321,0,1996,84.0,039,20,20039
647,18565,0,1995,33.0,039,20,20039
647,18837,0,1994,80.0,039,20,20039
647,19116,0,1993,69.5,039,20,20039
647,19389,0,1992,69.1,039,20,20039
647,19677,0,1991,62.0,039,20,20039
647,19959,0,1990,50.1,039,20,20039
647,20232,0,1989,49.0,039,20,20039
647,20500,0,1988,76.0,039,20,20039
647,20847,0,1987,80.0,039,20,20039
647,21117,0,1986,65.0,039,20,20039
647,21461,0,1985,78.0,039,20,20039
647,21793,0,1984,51.0,039,20,20039
647,22133,0,1983,39.0,039,20,20039
647,22432,0,1982,68.0,039,20,20039
647,22723,0,1981,72.0,039,20,20039
647,22945,0,1980,28.0,039,20,20039
647,23115,0,1979,65.0,039,20,20039
647,23314,0,1978,37.0,039,20,20039
647,23513,0,1977,51.0,039,20,20039
647,24097,0,1974,30.0,039,20,20039
647,24318,0,1973,60.0,039,20,20039
647,24532,0,1972,27.0,039,20,20039
2304,7,1,2013,147.0,153,20,20153
2304,229,1,2011,175.0,153,20,20153
2304,354,1,2010,201.7,153,20,20153
2304,744,1,2007,210.0,153,20,20153
2304,980,1,2006,178.0,153,20,20153
2304,1211,1,2005,177.0,153,20,20153
2304,1452,1,2004,168.0,153,20,20153
2304,1676,1,2003,165.0,153,20,20153
2304,1915,1,2002,80.0,153,20,20153
2304,2169,1,2001,158.0,153,20,20153
2304,2422,1,2000,145.0,153,20,20153
2304,2698,1,1999,169.0,153,20,20153
2304,2955,1,1998,189.0,153,20,20153
2304,3228,1,1997,121.0,153,20,20153
2304,3492,1,1996,164.0,153,20,20153
2304,3761,1,1995,105.0,153,20,20153
2304,4056,1,1994,166.0,153,20,20153
2304,4369,1,1993,113.6,153,20,20153
2304,4672,1,1992,135.1,153,20,20153
2304,4986,1,1991,137.0,153,20,20153
2304,5291,1,1990,141.7,153,20,20153
2304,5604,1,1989,103.0,153,20,20153
2304,5929,1,1988,134.0,153,20,20153
2304,6282,1,1987,121.0,153,20,20153
2304,6642,1,1986,144.0,153,20,20153
2304,6994,1,1985,140.0,153,20,20153
2304,7357,1,1984,121.0,153,20,20153
2304,7728,1,1983,97.0,153,20,20153
2304,8034,1,1982,105.0,153,20,20153
2304,8330,1,1981,140.0,153,20,20153
2304,8602,1,1980,119.0,153,20,20153
2304,8842,1,1979,126.0,153,20,20153
2304,9073,1,1978,97.0,153,20,20153
2304,9320,1,1977,119.0,153,20,20153
2304,9573,1,1976,105.0,153,20,20153
2304,9835,1,1975,87.0,153,20,20153
2304,10091,1,1974,92.0,153,20,20153
2304,10358,1,1973,123.0,153,20,20153
2304,10624,1,1972,119.0,153,20,20153
2304,14850,0,2013,39.6,153,20,20153
2304,15111,0,2011,80.8,153,20,20153
2304,15238,0,2010,96.8,153,20,20153
2304,15649,0,2007,87.0,153,20,20153
2304,15859,0,2006,36.0,153,20,20153
2304,16067,0,2005,60.0,153,20,20153
2304,16285,0,2004,48.0,153,20,20153
2304,16511,0,2003,28.0,153,20,20153
2304,16749,0,2002,21.0,153,20,20153
2304,16996,0,2001,51.0,153,20,20153
2304,17246,0,2000,31.0,153,20,20153
2304,17515,0,1999,109.0,153,20,20153
2304,17784,0,1998,111.0,153,20,20153
2304,18061,0,1997,54.0,153,20,20153
2304,18324,0,1996,79.0,153,20,20153
2304,18568,0,1995,33.0,153,20,20153
2304,18840,0,1994,60.0,153,20,20153
2304,19119,0,1993,74.5,153,20,20153
2304,19392,0,1992,75.1,153,20,20153
2304,19680,0,1991,49.0,153,20,20153
2304,19961,0,1990,45.3,153,20,20153
2304,20235,0,1989,34.0,153,20,20153
2304,20503,0,1988,48.0,153,20,20153
2304,20850,0,1987,66.0,153,20,20153
2304,21120,0,1986,45.0,153,20,20153
2304,21463,0,1985,88.0,153,20,20153
2304,21796,0,1984,57.0,153,20,20153
2304,22136,0,1983,36.0,153,20,20153
2304,22435,0,1982,68.0,153,20,20153
2304,22726,0,1981,84.0,153,20,20153
2304,23118,0,1979,47.0,153,20,20153
2304,23315,0,1978,32.0,153,20,20153
2304,23694,0,1976,20.0,153,20,20153
2304,23895,0,1975,31.0,153,20,20153
2304,24100,0,1974,33.0,153,20,20153
2304,24321,0,1973,42.0,153,20,20153
2304,24535,0,1972,36.0,153,20,20153
2629,8,1,2013,202.7,047,20,20047
2629,232,1,2011,159.8,047,20,20047
2629,358,1,2010,184.0,047,20,20047
2629,748,1,2007,175.0,047,20,20047
2629,985,1,2006,165.0,047,20,20047
2629,1215,1,2005,193.0,047,20,20047
2629,1920,1,2002,175.0,047,20,20047
2629,2174,1,2001,178.0,047,20,20047
2629,2428,1,2000,189.0,047,20,20047
2629,2704,1,1999,179.0,047,20,20047
2629,2961,1,1998,180.0,047,20,20047
2629,3234,1,1997,180.0,047,20,20047
2629,3498,1,1996,139.0,047,20,20047
2629,3767,1,1995,145.0,047,20,20047
2629,4062,1,1994,171.0,047,20,20047
2629,4375,1,1993,158.2,047,20,20047
2629,4678,1,1992,177.9,047,20,20047
2629,4992,1,1991,153.0,047,20,20047
2629,5297,1,1990,167.0,047,20,20047
2629,5610,1,1989,152.0,047,20,20047
2629,5935,1,1988,153.0,047,20,20047
2629,6288,1,1987,111.0,047,20,20047
2629,6648,1,1986,142.0,047,20,20047
2629,7000,1,1985,162.0,047,20,20047
2629,7363,1,1984,148.0,047,20,20047
2629,7734,1,1983,130.0,047,20,20047
2629,8040,1,1982,150.0,047,20,20047
2629,8336,1,1981,128.0,047,20,20047
2629,8606,1,1980,116.0,047,20,20047
2629,8847,1,1979,136.0,047,20,20047
2629,9079,1,1978,116.0,047,20,20047
2629,9326,1,1977,95.0,047,20,20047
2629,9579,1,1976,114.0,047,20,20047
2629,9841,1,1975,107.0,047,20,20047
2629,10097,1,1974,107.0,047,20,20047
2629,10364,1,1973,121.0,047,20,20047
2629,10628,1,1972,127.0,047,20,20047
2629,14851,0,2013,57.9,047,20,20047
2629,15114,0,2011,28.0,047,20,20047
2629,15242,0,2010,70.3,047,20,20047
2629,15653,0,2007,87.0,047,20,20047
2629,15864,0,2006,48.0,047,20,20047
2629,16071,0,2005,60.0,047,20,20047
2629,16754,0,2002,29.0,047,20,20047
2629,17001,0,2001,25.0,047,20,20047
2629,17252,0,2000,81.0,047,20,20047
2629,17521,0,1999,79.0,047,20,20047
2629,17790,0,1998,65.0,047,20,20047
2629,18067,0,1997,96.0,047,20,20047
2629,18330,0,1996,66.0,047,20,20047
2629,18573,0,1995,64.0,047,20,20047
2629,18846,0,1994,43.0,047,20,20047
2629,19125,0,1993,59.8,047,20,20047
2629,19398,0,1992,54.3,047,20,20047
2629,19686,0,1991,30.7,047,20,20047
2629,19965,0,1990,29.5,047,20,20047
2629,20854,0,1987,38.0,047,20,20047
2629,21124,0,1986,81.0,047,20,20047
2629,22440,0,1982,32.0,047,20,20047
2629,23122,0,1979,63.0,047,20,20047
2629,23320,0,1978,57.0,047,20,20047
2629,23700,0,1976,35.0,047,20,20047
2629,23901,0,1975,52.0,047,20,20047
2629,24106,0,1974,15.0,047,20,20047
2629,24326,0,1973,50.0,047,20,20047
2629,24541,0,1972,61.0,047,20,20047
2634,9,1,2013,168.4,079,20,20079
2634,110,1,2012,168.6,079,20,20079
2634,359,1,2010,167.0,079,20,20079
2634,749,1,2007,164.0,079,20,20079
2634,986,1,2006,166.0,079,20,20079
2634,1216,1,2005,169.0,079,20,20079
2634,1456,1,2004,175.0,079,20,20079
2634,1681,1,2003,152.0,079,20,20079
2634,1921,1,2002,145.0,079,20,20079
2634,2175,1,2001,162.0,079,20,20079
2634,2430,1,2000,160.0,079,20,20079
2634,2706,1,1999,156.0,079,20,20079
2634,2963,1,1998,157.0,079,20,20079
2634,3236,1,1997,169.0,079,20,20079
2634,3500,1,1996,180.0,079,20,20079
2634,3769,1,1995,131.0,079,20,20079
2634,4064,1,1994,155.0,079,20,20079
2634,4377,1,1993,110.6,079,20,20079
2634,4680,1,1992,151.1,079,20,20079
2634,4994,1,1991,152.1,079,20,20079
2634,5299,1,1990,106.8,079,20,20079
2634,5612,1,1989,132.0,079,20,20079
2634,5937,1,1988,133.0,079,20,20079
2634,6289,1,1987,128.0,079,20,20079
2634,6650,1,1986,150.0,079,20,20079
2634,7002,1,1985,138.0,079,20,20079
2634,7365,1,1984,121.0,079,20,20079
2634,7736,1,1983,114.0,079,20,20079
2634,8042,1,1982,130.0,079,20,20079
2634,8338,1,1981,119.0,079,20,20079
2634,8607,1,1980,87.0,079,20,20079
2634,8848,1,1979,128.0,079,20,20079
2634,9080,1,1978,115.0,079,20,20079
2634,9327,1,1977,116.0,079,20,20079
2634,9580,1,1976,110.0,079,20,20079
2634,9843,1,1975,108.0,079,20,20079
2634,10099,1,1974,120.0,079,20,20079
2634,10366,1,1973,117.0,079,20,20079
2634,10629,1,1972,131.0,079,20,20079
2634,14852,0,2013,80.4,079,20,20079
2634,14967,0,2012,50.7,079,20,20079
2634,15243,0,2010,77.0,079,20,20079
2634,15654,0,2007,106.0,079,20,20079
2634,15865,0,2006,62.0,079,20,20079
2634,16072,0,2005,84.0,079,20,20079
2634,16289,0,2004,109.0,079,20,20079
2634,16516,0,2003,56.0,079,20,20079
2634,16755,0,2002,55.0,079,20,20079
2634,17002,0,2001,57.0,079,20,20079
2634,17254,0,2000,85.0,079,20,20079
2634,17523,0,1999,94.0,079,20,20079
2634,17792,0,1998,71.0,079,20,20079
2634,18069,0,1997,89.0,079,20,20079
2634,18332,0,1996,65.0,079,20,20079
2634,18575,0,1995,63.0,079,20,20079
2634,18847,0,1994,57.0,079,20,20079
2634,19127,0,1993,42.0,079,20,20079
2634,19400,0,1992,71.0,079,20,20079
2634,19688,0,1991,37.2,079,20,20079
2634,19967,0,1990,47.9,079,20,20079
2634,20241,0,1989,69.0,079,20,20079
2634,20509,0,1988,61.0,079,20,20079
2634,20856,0,1987,43.0,079,20,20079
2634,21125,0,1986,83.0,079,20,20079
2634,21801,0,1984,34.0,079,20,20079
2634,22141,0,1983,30.0,079,20,20079
2634,22442,0,1982,45.0,079,20,20079
2634,23124,0,1979,64.0,079,20,20079
2634,23322,0,1978,25.0,079,20,20079
2634,23518,0,1977,38.0,079,20,20079
2634,23701,0,1976,33.0,079,20,20079
2634,23902,0,1975,51.0,079,20,20079
2634,24108,0,1974,33.0,079,20,20079
2634,24328,0,1973,44.0,079,20,20079
2634,24543,0,1972,63.0,079,20,20079
2664,10,1,2013,196.2,097,20,20097
2664,112,1,2012,188.7,097,20,20097
2664,360,1,2010,184.0,097,20,20097
2664,987,1,2006,186.0,097,20,20097
2664,1218,1,2005,186.0,097,20,20097
2664,1457,1,2004,185.0,097,20,20097
2664,1683,1,2003,195.0,097,20,20097
2664,1923,1,2002,185.0,097,20,20097
2664,2177,1,2001,174.0,097,20,20097
2664,2432,1,2000,166.0,097,20,20097
2664,2708,1,1999,170.0,097,20,20097
2664,2965,1,1998,173.0,097,20,20097
2664,3238,1,1997,195.0,097,20,20097
2664,3502,1,1996,185.0,097,20,20097
2664,3771,1,1995,162.0,097,20,20097
2664,4066,1,1994,167.0,097,20,20097
2664,4379,1,1993,153.1,097,20,20097
2664,4682,1,1992,181.2,097,20,20097
2664,4996,1,1991,158.0,097,20,20097
2664,5301,1,1990,162.4,097,20,20097
2664,5614,1,1989,164.0,097,20,20097
2664,5939,1,1988,168.0,097,20,20097
2664,6291,1,1987,136.0,097,20,20097
2664,6652,1,1986,157.0,097,20,20097
2664,7004,1,1985,160.0,097,20,20097
2664,7367,1,1984,159.0,097,20,20097
2664,7738,1,1983,126.0,097,20,20097
2664,8044,1,1982,144.0,097,20,20097
2664,8340,1,1981,148.0,097,20,20097
2664,8608,1,1980,100.0,097,20,20097
2664,8850,1,1979,132.0,097,20,20097
2664,9082,1,1978,106.0,097,20,20097
2664,9329,1,1977,114.0,097,20,20097
2664,9582,1,1976,105.0,097,20,20097
2664,9845,1,1975,99.0,097,20,20097
2664,10101,1,1974,110.0,097,20,20097
2664,10368,1,1973,122.0,097,20,20097
2664,10630,1,1972,131.0,097,20,20097
2664,14853,0,2013,50.8,097,20,20097
2664,14969,0,2012,36.5,097,20,20097
2664,15244,0,2010,77.4,097,20,20097
2664,15866,0,2006,28.0,097,20,20097
2664,16074,0,2005,55.0,097,20,20097
2664,16290,0,2004,63.0,097,20,20097
2664,16518,0,2003,23.0,097,20,20097
2664,16757,0,2002,22.0,097,20,20097
2664,17004,0,2001,23.0,097,20,20097
2664,17256,0,2000,76.0,097,20,20097
2664,17525,0,1999,74.0,097,20,20097
2664,17794,0,1998,44.0,097,20,20097
2664,18071,0,1997,86.0,097,20,20097
2664,18334,0,1996,50.0,097,20,20097
2664,18577,0,1995,50.0,097,20,20097
2664,18849,0,1994,42.0,097,20,20097
2664,19129,0,1993,50.8,097,20,20097
2664,19402,0,1992,52.0,097,20,20097
2664,19690,0,1991,32.0,097,20,20097
2664,19969,0,1990,28.5,097,20,20097
2664,20243,0,1989,47.0,097,20,20097
2664,20511,0,1988,60.0,097,20,20097
2664,20857,0,1987,54.0,097,20,20097
2664,21127,0,1986,61.0,097,20,20097
2664,21356,0,1985,71.0,097,20,20097
2664,21802,0,1984,35.0,097,20,20097
2664,22142,0,1983,50.0,097,20,20097
2664,22443,0,1982,38.0,097,20,20097
2664,22947,0,1980,70.0,097,20,20097
2664,23125,0,1979,60.0,097,20,20097
2664,23323,0,1978,25.0,097,20,20097
2664,23703,0,1976,32.0,097,20,20097
2664,23904,0,1975,45.0,097,20,20097
2664,24110,0,1974,20.0,097,20,20097
2664,24330,0,1973,40.0,097,20,20097
251,11,1,2013,180.6,145,20,20145
251,113,1,2012,151.0,145,20,20145
251,233,1,2011,120.5,145,20,20145
251,479,1,2009,202.0,145,20,20145
251,751,1,2007,187.0,145,20,20145
251,988,1,2006,154.0,145,20,20145
251,1219,1,2005,195.0,145,20,20145
251,1684,1,2003,154.0,145,20,20145
251,1924,1,2002,153.0,145,20,20145
251,2178,1,2001,156.0,145,20,20145
