county_id,id,irrigated,year,yield,countyfp,statefp,json_id
2699,1,1,2013,185.7,201,20,20201
2699,223,1,2011,146.9,201,20,20201
2699,351,1,2010,158.1,201,20,20201
2699,473,1,2009,204.0,201,20,20201
2699,600,1,2008,171.0,201,20,20201
2699,737,1,2007,178.0,201,20,20201
2699,971,1,2006,162.0,201,20,20201
2699,1203,1,2005,183.0,201,20,20201
2699,1443,1,2004,179.0,201,20,20201
2699,1669,1,2003,162.0,201,20,20201
2699,1903,1,2002,150.0,201,20,20201
2699,2160,1,2001,153.0,201,20,20201
2699,2417,1,2000,118.0,201,20,20201
2699,2693,1,1999,138.0,201,20,20201
2699,2950,1,1998,150.0,201,20,20201
2699,3223,1,1997,134.0,201,20,20201
2699,3487,1,1996,180.0,201,20,20201
2699,3747,1,1995,119.0,201,20,20201
2699,4045,1,1994,147.0,201,20,20201
2699,4356,1,1993,132.8,201,20,20201
2699,4662,1,1992,138.9,201,20,20201
2699,4975,1,1991,109.4,201,20,20201
2699,5280,1,1990,128.4,201,20,20201
2699,5593,1,1989,142.0,201,20,20201
2699,5917,1,1988,113.0,201,20,20201
2699,6271,1,1987,115.0,201,20,20201
2699,6629,1,1986,124.0,201,20,20201
2699,6982,1,1985,135.0,201,20,20201
2699,7345,1,1984,122.0,201,20,20201
2699,7715,1,1983,101.0,201,20,20201
2699,8020,1,1982,104.0,201,20,20201
2699,8317,1,1981,134.0,201,20,20201
2699,8590,1,1980,68.0,201,20,20201
2699,8827,1,1979,127.0,201,20,20201
2699,9061,1,1978,120.0,201,20,20201
2699,9306,1,1977,105.0,201,20,20201
2699,9558,1,1976,104.0,201,20,20201
2699,9820,1,1975,100.0,201,20,20201
2699,10076,1,1974,108.0,201,20,20201
2699,10351,1,1973,106.0,201,20,20201
2699,10618,1,1972,104.0,201,20,20201
2699,14844,0,2013,108.1,201,20,20201
2699,15105,0,2011,99.8,201,20,20201
2699,15235,0,2010,97.1,201,20,20201
2699,15366,0,2009,125.0,201,20,20201
2699,15504,0,2008,112.0,201,20,20201
2699,15642,0,2007,104.0,201,20,20201
2699,15850,0,2006,63.0,201,20,20201
2699,16059,0,2005,99.0,201,20,20201
2699,16276,0,2004,109.0,201,20,20201
2699,16504,0,2003,26.0,201,20,20201
2699,16738,0,2002,32.0,201,20,20201
2699,16987,0,2001,78.0,201,20,20201
2699,17241,0,2000,70.0,201,20,20201
2699,17510,0,1999,92.0,201,20,20201
2699,17779,0,1998,107.0,201,20,20201
2699,18056,0,1997,75.0,201,20,20201
2699,18319,0,1996,99.0,201,20,20201
2699,18551,0,1995,85.0,201,20,20201
2699,18824,0,1994,99.0,201,20,20201
2699,19103,0,1993,67.1,201,20,20201
2699,19376,0,1992,107.4,201,20,20201
2699,19664,0,1991,37.0,201,20,20201
2699,19946,0,1990,76.7,201,20,20201
2699,20219,0,1989,26.0,201,20,20201
2699,20487,0,1988,37.0,201,20,20201
2699,20834,0,1987,78.0,201,20,20201
2699,21104,0,1986,105.0,201,20,20201
2699,21448,0,1985,93.0,201,20,20201
2699,21780,0,1984,49.0,201,20,20201
2699,22120,0,1983,34.0,201,20,20201
2699,22419,0,1982,85.0,201,20,20201
2699,22711,0,1981,99.0,201,20,20201
2699,22933,0,1980,30.0,201,20,20201
2699,23102,0,1979,78.0,201,20,20201
2699,23301,0,1978,71.0,201,20,20201
2699,23500,0,1977,53.0,201,20,20201
2699,23680,0,1976,38.0,201,20,20201
2699,23880,0,1975,38.0,201,20,20201
2699,24084,0,1974,35.0,201,20,20201
2699,24305,0,1973,74.0,201,20,20201
2699,24519,0,1972,76.0,201,20,20201
323,2,1,2013,220.0,013,20,20013
323,104,1,2012,200.0,013,20,20013
323,224,1,2011,197.1,013,20,20013
323,3749,1,1995,110.0,013,20,20013
323,6273,1,1987,84.0,013,20,20013
323,6984,1,1985,115.0,013,20,20013
323,8022,1,1982,111.0,013,20,20013
323,8591,1,1980,76.0,013,20,20013
323,8829,1,1979,127.0,013,20,20013
323,9063,1,1978,108.0,013,20,20013
323,9560,1,1976,109.0,013,20,20013
323,9822,1,1975,97.0,013,20,20013
323,10078,1,1974,105.0,013,20,20013
323,14845,0,2013,171.7,013,20,20013
323,14961,0,2012,113.9,013,20,20013
323,15106,0,2011,160.6,013,20,20013
323,18553,0,1995,86.0,013,20,20013
323,18826,0,1994,130.0,013,20,20013
323,19105,0,1993,67.3,013,20,20013
323,19378,0,1992,135.2,013,20,20013
323,19666,0,1991,72.5,013,20,20013
323,19948,0,1990,96.8,013,20,20013
323,20221,0,1989,46.0,013,20,20013
323,20489,0,1988,68.0,013,20,20013
323,20836,0,1987,98.0,013,20,20013
323,21106,0,1986,126.0,013,20,20013
323,21450,0,1985,105.0,013,20,20013
323,21782,0,1984,72.0,013,20,20013
323,22122,0,1983,31.0,013,20,20013
323,22421,0,1982,101.0,013,20,20013
323,22713,0,1981,100.0,013,20,20013
323,22935,0,1980,34.0,013,20,20013
323,23104,0,1979,98.0,013,20,20013
323,23303,0,1978,89.0,013,20,20013
323,23502,0,1977,56.0,013,20,20013
323,23682,0,1976,67.0,013,20,20013
323,23882,0,1975,51.0,013,20,20013
323,24086,0,1974,43.0,013,20,20013
323,24307,0,1973,92.0,013,20,20013
323,24521,0,1972,109.0,013,20,20013
630,3,1,2013,192.9,043,20,20043
630,1905,1,2002,109.0,043,20,20043
630,3750,1,1995,118.0,043,20,20043
630,4046,1,1994,130.0,043,20,20043
630,4358,1,1993,130.0,043,20,20043
630,5594,1,1989,110.0,043,20,20043
630,5919,1,1988,120.0,043,20,20043
630,6631,1,1986,137.0,043,20,20043
630,7347,1,1984,118.0,043,20,20043
630,7717,1,1983,102.0,043,20,20043
630,8023,1,1982,116.0,043,20,20043
630,8319,1,1981,117.0,043,20,20043
630,8592,1,1980,75.0,043,20,20043
630,8830,1,1979,127.0,043,20,20043
630,9308,1,1977,98.0,043,20,20043
630,9561,1,1976,109.0,043,20,20043
630,9823,1,1975,103.0,043,20,20043
630,10079,1,1974,110.0,043,20,20043
630,14846,0,2013,172.1,043,20,20043
630,16740,0,2002,105.0,043,20,20043
630,18554,0,1995,106.0,043,20,20043
630,18827,0,1994,137.0,043,20,20043
630,19106,0,1993,82.7,043,20,20043
630,19379,0,1992,145.7,043,20,20043
630,19667,0,1991,98.2,043,20,20043
630,19949,0,1990,93.0,043,20,20043
630,20222,0,1989,49.0,043,20,20043
630,20490,0,1988,77.0,043,20,20043
630,20837,0,1987,113.0,043,20,20043
630,21107,0,1986,137.0,043,20,20043
630,21451,0,1985,116.0,043,20,20043
630,21783,0,1984,88.0,043,20,20043
630,22123,0,1983,53.0,043,20,20043
630,22422,0,1982,104.0,043,20,20043
630,22714,0,1981,114.0,043,20,20043
630,22936,0,1980,71.0,043,20,20043
630,23105,0,1979,103.0,043,20,20043
630,23304,0,1978,96.0,043,20,20043
630,23503,0,1977,54.0,043,20,20043
630,23683,0,1976,68.0,043,20,20043
630,23883,0,1975,64.0,043,20,20043
630,24087,0,1974,68.0,043,20,20043
630,24308,0,1973,94.0,043,20,20043
630,24522,0,1972,111.0,043,20,20043
513,4,1,2013,205.0,131,20,20131
513,3754,1,1995,105.0,131,20,20131
513,4362,1,1993,120.0,131,20,20131
513,5284,1,1990,120.5,131,20,20131
513,6635,1,1986,122.0,131,20,20131
513,8027,1,1982,117.0,131,20,20131
513,8323,1,1981,125.0,131,20,20131
513,8835,1,1979,127.0,131,20,20131
513,9313,1,1977,95.0,131,20,20131
513,9566,1,1976,105.0,131,20,20131
513,9828,1,1975,95.0,131,20,20131
513,10084,1,1974,100.0,131,20,20131
513,14847,0,2013,149.3,131,20,20131
513,18559,0,1995,73.0,131,20,20131
513,18832,0,1994,104.0,131,20,20131
513,19111,0,1993,47.5,131,20,20131
513,19384,0,1992,124.3,131,20,20131
513,19672,0,1991,66.0,131,20,20131
513,19954,0,1990,86.5,131,20,20131
513,20227,0,1989,44.0,131,20,20131
513,20495,0,1988,93.0,131,20,20131
513,20842,0,1987,86.0,131,20,20131
513,21112,0,1986,106.0,131,20,20131
513,21456,0,1985,89.0,131,20,20131
513,21788,0,1984,62.0,131,20,20131
513,22128,0,1983,29.0,131,20,20131
513,22427,0,1982,79.0,131,20,20131
513,22719,0,1981,93.0,131,20,20131
513,22941,0,1980,29.0,131,20,20131
513,23110,0,1979,83.0,131,20,20131
513,23309,0,1978,74.0,131,20,20131
513,23508,0,1977,52.0,131,20,20131
513,23688,0,1976,56.0,131,20,20131
513,23888,0,1975,46.0,131,20,20131
513,24092,0,1974,28.0,131,20,20131
513,24313,0,1973,77.0,131,20,20131
513,24527,0,1972,87.0,131,20,20131
1094,5,1,2013,188.0,149,20,20149
1094,105,1,2012,163.4,149,20,20149
1094,739,1,2007,176.0,149,20,20149
1094,974,1,2006,169.0,149,20,20149
1094,1206,1,2005,177.0,149,20,20149
1094,1446,1,2004,196.0,149,20,20149
1094,1670,1,2003,163.0,149,20,20149
1094,1909,1,2002,156.0,149,20,20149
1094,2163,1,2001,162.0,149,20,20149
1094,3755,1,1995,109.0,149,20,20149
1094,4050,1,1994,165.0,149,20,20149
1094,4363,1,1993,124.3,149,20,20149
1094,4666,1,1992,153.4,149,20,20149
1094,4980,1,1991,128.2,149,20,20149
1094,5285,1,1990,136.3,149,20,20149
1094,5598,1,1989,121.0,149,20,20149
1094,5923,1,1988,111.0,149,20,20149
1094,6276,1,1987,125.0,149,20,20149
1094,6636,1,1986,150.0,149,20,20149
1094,6988,1,1985,146.0,149,20,20149
1094,7351,1,1984,135.0,149,20,20149
1094,7722,1,1983,104.0,149,20,20149
1094,8028,1,1982,120.0,149,20,20149
1094,8324,1,1981,142.0,149,20,20149
1094,8596,1,1980,79.0,149,20,20149
1094,8836,1,1979,129.0,149,20,20149
1094,9067,1,1978,111.0,149,20,20149
1094,9314,1,1977,104.0,149,20,20149
1094,9567,1,1976,109.0,149,20,20149
1094,9829,1,1975,92.0,149,20,20149
1094,10085,1,1974,92.0,149,20,20149
1094,10353,1,1973,112.0,149,20,20149
1094,10619,1,1972,120.0,149,20,20149
1094,14848,0,2013,138.4,149,20,20149
1094,14962,0,2012,77.2,149,20,20149
1094,15644,0,2007,127.0,149,20,20149
1094,15853,0,2006,87.0,149,20,20149
1094,16062,0,2005,130.0,149,20,20149
