,lat,lon,yld,yld_ordinal,elevation,mukey,soil
2741,41.252877086956524,-97.14702589855072,169.59151312701917,3.0,1625.6562,1691306,"Olbut-Butler silt loams, 0 to 1 percent slopes"
2742,41.252877086956524,-97.14693843478261,170.50396445063905,3.0,1624.0157,1691306,"Olbut-Butler silt loams, 0 to 1 percent slopes"
2743,41.252877086956524,-97.14685097101449,171.65596629248566,3.0,1625.0,1691306,"Olbut-Butler silt loams, 0 to 1 percent slopes"
2744,41.252877086956524,-97.14676350724638,172.88380106676635,3.0,1627.6247,1691306,"Olbut-Butler silt loams, 0 to 1 percent slopes"
2745,41.252877086956524,-97.14667604347827,173.94474332358666,3.0,1625.9843,1691306,"Olbut-Butler silt loams, 0 to 1 percent slopes"
2746,41.252877086956524,-97.14658857971014,174.28585241091957,3.0,1631.2336,1691306,"Olbut-Butler silt loams, 0 to 1 percent slopes"
2747,41.252877086956524,-97.14650111594203,174.97808895769828,3.0,1622.0472,1691306,"Olbut-Butler silt loams, 0 to 1 percent slopes"
2748,41.252877086956524,-97.1464136521739,176.21994522283475,4.0,1626.6404,1691306,"Olbut-Butler silt loams, 0 to 1 percent slopes"
2749,41.252877086956524,-97.1463261884058,177.87903900991637,4.0,1626.3123,1691306,"Olbut-Butler silt loams, 0 to 1 percent slopes"
2750,41.252877086956524,-97.14623872463768,179.13677272456474,4.0,1623.3596,1691306,"Olbut-Butler silt loams, 0 to 1 percent slopes"
2751,41.252877086956524,-97.14615126086956,179.6493990472762,4.0,1627.2966,1691306,"Olbut-Butler silt loams, 0 to 1 percent slopes"
2752,41.252877086956524,-97.14606379710145,180.1567369666866,4.0,1629.2651,1691306,"Olbut-Butler silt loams, 0 to 1 percent slopes"
2753,41.252877086956524,-97.14597633333334,180.70377094777052,4.0,1623.6877,1691306,"Olbut-Butler silt loams, 0 to 1 percent slopes"
2754,41.252877086956524,-97.14588886956521,181.22724020134785,4.0,1624.3438,1691306,"Olbut-Butler silt loams, 0 to 1 percent slopes"
2755,41.252877086956524,-97.1458014057971,181.5599621298495,4.0,1626.3123,1691306,"Olbut-Butler silt loams, 0 to 1 percent slopes"
2756,41.252877086956524,-97.14571394202899,181.84133724416415,4.0,1626.9685,1691306,"Olbut-Butler silt loams, 0 to 1 percent slopes"
2757,41.252877086956524,-97.14562647826087,182.67315684066355,4.0,1624.0157,1691306,"Olbut-Butler silt loams, 0 to 1 percent slopes"
2758,41.252877086956524,-97.14553901449275,183.30914241010484,4.0,1623.6877,1691306,"Olbut-Butler silt loams, 0 to 1 percent slopes"
2759,41.252877086956524,-97.14545155072463,183.02775972946486,4.0,1625.3281,1691306,"Olbut-Butler silt loams, 0 to 1 percent slopes"
2760,41.252877086956524,-97.14536408695652,182.223728304146,4.0,1631.2336,1691306,"Olbut-Butler silt loams, 0 to 1 percent slopes"
2761,41.252877086956524,-97.14527662318841,182.06099272610408,4.0,1623.3596,1691306,"Olbut-Butler silt loams, 0 to 1 percent slopes"
2762,41.252877086956524,-97.14518915942028,182.36203045055683,4.0,1629.5932,1691306,"Olbut-Butler silt loams, 0 to 1 percent slopes"
2763,41.252877086956524,-97.14510169565217,182.664523277322,4.0,1627.9528,1691270,"Butler silt loam, 0 to 1 percent slopes"
2764,41.252877086956524,-97.14501423188406,182.6511860165243,4.0,1629.9213,1691270,"Butler silt loam, 0 to 1 percent slopes"
2765,41.252877086956524,-97.14492676811594,183.21657777012732,4.0,1627.6247,1691270,"Butler silt loam, 0 to 1 percent slopes"
2766,41.252877086956524,-97.14483930434783,185.5386290631972,5.0,1626.3123,1691270,"Butler silt loam, 0 to 1 percent slopes"
2767,41.252877086956524,-97.14475184057972,189.67069417842893,5.0,1625.9843,1691270,"Butler silt loam, 0 to 1 percent slopes"
